season,player,position,team,league,mins,goals,assists,goals_assists,npg,npg_assists,xg,xa,xg_xa,npxg,npxg_xa,shots,shots_on_target,shot_distance,sca,gca,pass_percent,prog_pass_dist,key_passes,pass_final_third,ppa,cross_pa,prog_pass,tackles,pressures,blocks,interceptions,tkl_int,clearances,touches,touches_def_pen,touches_def_third,touches_mid_third,touches_att_third,touches_att_pen,dribble_att,dribble_success,carries,prog_carry_dist,prog_carries,carries_final_third,carries_pen_area,targets,receptions,through_balls,pressured_passes,switches,crosses,fouls,fouled,recoveries,aerial_duels
1819,Manolo Portanova,MF,Juventus,Serie A,33,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60,72.5,0,2.5,0,0,2.5,2.5,27.5,5,5,7.5,2.5,42.5,2.5,10,30,7.5,2.5,5,50,30,50,7.5,2.5,0,27.5,22.5,0,2.5,0,2.5,2.5,0,5,2.5
1819,Francisco Portillo,MF,Getafe,La Liga,1994,0.05,0.18,0.23,0.05,0.23,0.03,0.1,0.14,0.03,0.14,0.36,0.18,15,2.75,0.5,73.3,150.5,1.04,2.43,1.76,0.27,4.41,0.9,21.3,1.31,0.54,1.44,0.23,46.8,0.5,5.68,23.9,21.1,1.4,3.47,58.4,39.4,86.8,4.05,2.21,0.14,43.3,33.8,0.14,9.1,0.77,1.22,1.35,1.62,7.57,1.31
1819,Portu,FW,Girona,La Liga,2821,0.29,0.06,0.35,0.26,0.32,0.27,0.1,0.37,0.24,0.35,1.37,0.61,12.7,2.27,0.26,70.7,74,1.05,1.28,1.15,0.54,2.14,0.96,18.3,1.02,0.19,1.15,0.19,33.7,0.13,2.75,15.2,18.7,4.6,2.36,47.3,26.6,85.4,5.21,1.57,0.77,44.3,25.7,0.06,4.82,0.48,2.46,0.83,1.34,4.09,2.71
1819,Stefan Posch,DF,Hoffenheim,Bundesliga,1402,0,0,0,0,0,0.03,0,0.03,0.03,0.03,0.38,0.06,12.2,0.58,0.06,88.2,339.5,0,5.06,0.45,0.13,3.91,2.82,12.4,1.67,1.28,4.1,4.29,75.1,6.67,33.8,42.1,3.85,0.51,0.06,100,49.9,150.9,4.81,0.71,0,53.1,52.3,0.06,7.44,0.96,0.19,1.99,0.83,10.4,2.37
1819,Sergio Postigo,DF,Levante,La Liga,1449,0.06,0.06,0.12,0.06,0.12,0.01,0.05,0.06,0.01,0.06,0.06,0.06,5,0.43,0.06,79.2,225.1,0.25,2.55,0.25,0,2.61,1.61,4.35,1.61,1.06,2.67,5.71,40.9,7.64,22.5,19.5,1.37,0.75,0.19,66.7,21.2,73.8,1.74,0.06,0,20.2,19.6,0,3.42,0.93,0,0.75,0.25,9.32,2.3
1819,Yussuf Poulsen,FW,RB Leipzig,Bundesliga,2451,0.55,0.11,0.66,0.55,0.66,0.43,0.15,0.58,0.43,0.58,2.46,1.03,12.1,2.68,0.44,62,62.5,1.18,1.32,0.92,0.15,1.84,0.7,26.1,1.25,0.29,0.99,0.88,45.1,1.1,2.83,23.4,21.7,5.04,2.43,48.5,28.1,57.6,2.83,1.14,0.55,60.7,35.1,0.18,7.94,0.15,0.81,2.06,1.8,4.85,6.62
1819,Maxime Poundjé,DF,Bordeaux,Ligue 1,2537,0,0.07,0.07,0,0.07,0.01,0.08,0.09,0.01,0.09,0.35,0.04,24.4,1.63,0.11,77.5,291.5,1.1,2.91,1.06,0.78,3.72,1.74,13.7,1.99,0.74,2.48,2.2,61.1,2.3,17.2,32.6,15.6,0.53,1.1,54.8,36.9,129,5.71,2.27,0.14,38,35.1,0.04,8.9,0.71,2.94,0.92,0.71,8.12,2.13
1819,Gaëtan Poussin,GK,Bordeaux,Ligue 1,90,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,54.3,506,0,0,0,0,0,0,0,0,0,0,0,37,31,36,1,0,0,0,,14,46,0,0,0,10,10,0,3,0,0,0,1,4,0
1819,José Pozo,MF,Rayo Vallecano,La Liga,1617,0.17,0,0.17,0.17,0.17,0.14,0.08,0.21,0.14,0.21,1.28,0.5,17.2,3.62,0.17,80.3,147.5,1.61,3.72,1.33,0.11,4.06,0.94,17,0.33,0.33,1.28,0.44,53.9,0.72,7,31.5,21.7,2.56,4.61,68.7,47.7,163.9,8.44,3.06,0.67,50.3,42.5,0.11,7.22,0.67,1.06,0.67,1.28,7.33,1.38
1819,Dennis Praet,MF,Sampdoria,Serie A,2890,0.06,0.09,0.16,0.06,0.16,0.06,0.09,0.14,0.06,0.14,1.06,0.37,22.3,2.49,0.12,83.1,216.9,1.15,4.27,1.46,0.44,4.58,2.37,18.2,1.74,0.69,3.05,1.12,69.2,2.18,12.2,36.7,25.1,2.37,2.68,61.6,53.1,133.8,6.79,2.46,0.56,55.8,50.2,0.19,9.91,1.81,2.37,0.81,1.28,9.19,0.88
1819,Sanjin Prcić,MF,Levante,La Liga,532,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,1.36,0.17,26.6,1.35,0.17,82.5,204.1,0.34,4.07,0.51,0,4.58,2.88,13.6,3.05,1.02,3.9,1.86,58.6,3.39,14.6,37.5,10.5,0,1.19,85.7,35.8,98.8,4.07,1.53,0,35.1,33.6,0,6.78,2.54,0.17,1.36,1.69,14.7,2.2
1819,Sanjin Prcić,MF,Strasbourg,Ligue 1,1053,0.17,0.09,0.26,0.17,0.26,0.05,0.1,0.15,0.05,0.15,1.28,0.34,26.2,3.25,0.17,84.9,328.1,1.79,6.58,1.2,0.26,6.84,1.97,22.1,1.79,1.2,3.16,1.03,73.2,2.22,16.5,47.5,14.4,0.51,1.11,76.9,51.5,151.8,5.73,1.62,0.09,52.9,49.9,0.09,13.1,5.81,1.03,0.94,0.34,11.5,1.46
1819,Nicolas de Préville,FW,Bordeaux,Ligue 1,1271,0.21,0.21,0.42,0.21,0.42,0.21,0.15,0.35,0.21,0.35,2.2,0.78,21.4,3.04,0.35,66.9,122.6,1.49,2.2,0.64,0.07,2.41,2.06,22.6,1.77,0.5,2.55,1.56,53.7,1.63,7.52,27.6,24.2,3.26,4.11,51.7,39.2,127.8,6.6,2.7,0.85,47.4,36.1,0.07,9.08,2.41,2.27,3.12,2.55,7.09,3.12
1819,Edgar Prib,MF,Hannover 96,Bundesliga,202,0,0.45,0.45,0,0.45,0.14,0.15,0.29,0.14,0.29,2.73,0.45,23.7,4.9,0.89,65.4,203.6,2.73,2.73,2.27,0.91,2.73,5.45,23.2,1.36,0.91,6.36,0.45,61.8,0.91,6.82,32.7,27.7,1.82,1.82,100,39.5,136.8,6.36,2.27,0.45,41.4,36.4,0.45,9.09,1.36,2.73,3.18,1.36,7.27,0.9
1819,Alex Pritchard,MF,Huddersfield,Premier League,2081,0.09,0,0.09,0.09,0.09,0.15,0.09,0.24,0.15,0.24,2.08,0.61,19.5,3.16,0.22,71,124.6,1.47,2.6,1.21,0.3,2.9,1.21,24.2,1.6,0.69,1.9,0.3,56,0.43,4.2,26.5,28.4,3.72,2.9,49.3,42.9,84.5,4.81,1.77,0.91,56,38.8,0.04,8.23,1.3,1.77,0.61,2.21,9.31,1.56
1819,Sebastian Prödl,DF,Watford,Premier League,13,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,120,0,0,0,0,0,0,10,0,0,0,0,30,0,20,10,0,0,0,,30,10,0,0,0,30,30,0,10,0,0,10,0,0,0
1819,Quincy Promes,DF,Sevilla,La Liga,1583,0.11,0.17,0.28,0.11,0.28,0.18,0.2,0.38,0.13,0.33,1.65,0.23,19.8,3.01,0.57,77,253.9,1.48,3.07,1.82,0.68,4.49,1.87,15.6,1.42,0.74,2.61,1.31,64.5,1.76,14.5,27.4,27.2,4.43,2.78,71.4,45.7,161.4,8.18,1.93,1.82,51.4,41.8,0.11,12.1,1.14,3.41,1.36,0.74,9.2,1.82
1819,Davy Pröpper,MF,Brighton,Premier League,2546,0.04,0.04,0.07,0.04,0.07,0.04,0.04,0.08,0.04,0.08,0.53,0.07,14.8,1.63,0.04,78.3,176.8,0.67,4.31,0.74,0.11,4.38,1.73,21.3,1.77,1.1,2.83,1.31,54,1.77,12.3,33.2,12,1.48,1.84,69.2,37.6,87.5,3.53,0.99,0.07,39.2,34.5,0.18,8.06,1.77,0.85,1.2,0.67,11.7,1.63
1819,Silvio Proto,GK,Lazio,Serie A,180,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,69.2,637.5,0,0,0,0,0,0,0,0,0,0,0,36,34,36,0,0,0,0,,16,36,0,0,0,15,15,0,3,1.5,0,0,0.5,2,0
1819,Ivan Provedel,GK,Empoli,Serie A,1440,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0.19,0,72.6,419.6,0.19,0.38,0,0,0,0,0.06,0,0,0,0,33.1,31.4,33.1,0,0,0,0,,13.5,41.1,0,0,0,9.81,9.81,0,1.19,1.13,0,0.06,0.31,4.44,0
1819,Javi Puado,FW,Espanyol,La Liga,359,0,0,0,0,0,0.15,0.18,0.32,0.15,0.32,1.75,0.25,15.2,2.26,0.5,73.3,48.8,1,1.25,0.75,0,1.5,0.75,20.3,2,1.5,2.25,1.75,36,2.25,9.25,12,17.3,5.25,2.25,44.4,24,102.8,4,1.25,0.75,41,23,0.5,5,0,0.75,1,0.5,5.25,2.75
1819,Manuel Pucciarelli,FW,Chievo,Serie A,302,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,0.29,0,24.4,0.89,0,74.5,32.6,0.59,1.18,0,0,0,1.47,28.8,2.06,0,1.47,0,39.4,0.29,4.71,21.8,15.6,1.18,1.76,33.3,30.6,62.9,3.24,1.47,0.29,39.7,27.9,0,6.76,0.29,0.29,2.06,1.47,5.88,2.64
1819,Riqui Puig,MF,Barcelona,La Liga,156,0,0,0,0,0,0,0.32,0.32,0,0.32,0,0,,1.73,0,91,150,1.18,7.65,0.59,0,3.53,0.59,21.8,1.18,0.59,1.18,1.18,77.6,0.59,8.24,57.1,17.6,1.18,0.59,100,61.8,180.6,8.24,1.18,1.18,71.2,64.1,1.18,13.5,2.35,0,0.59,0.59,10.6,1.18
1819,Erick Pulgar,MF,Bologna,Serie A,2357,0.23,0.08,0.31,0.04,0.11,0.18,0.12,0.3,0.04,0.16,1.07,0.19,28.5,3.93,0.42,78.4,322.2,2.14,4.77,0.76,0.11,5.46,3.02,20.3,1.64,1.76,4.77,1.91,71.8,3.78,17.1,41,17.4,0.57,1.22,68.8,42.2,100.1,3.66,0.92,0.04,39.5,38,0.11,8.21,2.75,1.45,1.18,1.3,14.1,2.44
1819,Jorge Pulido,DF,Huesca,La Liga,2785,0.1,0.1,0.19,0.1,0.19,0.06,0.03,0.09,0.06,0.09,0.55,0.16,12.4,0.9,0.13,76.1,204.8,0.36,1.39,0.26,0.06,1.81,2.04,10.3,1.55,1.17,3.2,5.79,46.9,6.02,21.4,21.7,5.73,1.33,0.45,50,22.2,57,2.01,0.49,0.03,23.1,21,0.03,4.6,0.65,0.36,1.62,1.04,9.55,2.72
1819,Christian Pulisic,FW,Dortmund,Bundesliga,932,0.39,0.39,0.77,0.39,0.77,0.4,0.19,0.59,0.4,0.59,2.6,0.96,13.1,5.12,1.06,76.2,119.6,1.44,0.96,1.15,0.29,2.21,0.96,15.2,1.92,0.58,1.54,0.77,70.9,0.96,7.4,35.6,35.6,6.83,6.44,68.7,61.7,198.8,10.7,3.17,1.83,64,55.4,0,9.62,1.35,2.79,0.87,2.5,7.12,2.69
1819,Jason Puncheon,MF,Crystal Palace,Premier League,13,0,0,0,0,0,0,0.16,0.16,0,0.16,1.43,0,21.2,13.85,0,90.9,320,10,10,0,0,0,0,40,0,0,0,0,140,0,10,80,50,0,0,,100,140,10,0,0,110,80,0,12.4,2.14,0.71,30,0,50,0
1819,Jason Puncheon,MF,Huddersfield,Premier League,382,0,0,0,0,0,0.16,0.19,0.35,0.16,0.35,0,0,,1.88,0,78.5,247.6,1.19,3.33,1.19,0,5,1.67,29.5,0.95,0.48,2.14,1.67,63.1,1.19,8.33,34.3,25.2,1.19,3.1,61.5,46.7,103.8,6.19,3.1,0,54.3,40.7,0,20,0,0,2.14,0.48,12.4,2.85
1819,Ignacio Pussetto,FW,Udinese,Serie A,2178,0.17,0.17,0.33,0.17,0.33,0.22,0.09,0.3,0.22,0.3,2.4,0.7,16.4,3.1,0.41,69.9,92.7,0.91,1.36,0.66,0.21,2.19,2.69,22.9,2.31,0.99,3.68,1.2,47.4,1.53,7.31,23.4,20.8,4.63,4.09,51.5,31.6,96.6,4.5,1.69,0.66,47.4,30.2,0,6.9,0.54,0.91,2.19,2.36,6.07,7.57
1819,Fabio Quagliarella,FW,Sampdoria,Serie A,3199,0.73,0.23,0.96,0.48,0.7,0.6,0.12,0.72,0.39,0.51,3.66,1.35,18.5,2.19,0.51,67.5,56.1,1.04,1.15,0.87,0.14,1.77,0.45,20.5,1.1,0.2,0.65,0.56,38.6,0.62,3.27,16,20.9,5.75,1.72,57.4,27.2,29.2,1.75,0.42,0.39,50.7,28.4,0.08,5.15,0.9,1.18,0.9,1.63,4.68,2
1819,Robin Quaison,FW,Mainz 05,Bundesliga,2194,0.29,0.12,0.41,0.29,0.41,0.32,0.08,0.4,0.32,0.4,1.89,0.66,14.3,1.68,0.21,74.1,47.3,0.86,1.15,0.66,0.08,1.72,0.86,20.5,0.49,0.16,1.02,0.2,28.8,0.29,1.89,13.3,15.7,4.02,2.46,50,23.4,53,2.58,0.98,0.53,38,21.6,0.16,3.11,0.25,0.53,1.35,0.9,4.1,2.58
1819,Collin Quaner,FW,Huddersfield,Premier League,39,0,0,0,0,0,0,0.22,0.22,0,0.22,0,0,,6.92,0,76.5,112.5,2.5,5,7.5,0,7.5,0,17.5,0,0,0,0,50,0,2.5,17.5,35,0,0,,45,147.5,7.5,2.5,0,65,45,0,7.5,0,0,5,0,5,2.5
1819,Domingos Quina,MF,Watford,Premier League,338,0.27,0,0.27,0.27,0.27,0.04,0.03,0.08,0.04,0.08,1.32,0.26,24.5,1.86,0,85.3,250,0.26,6.58,0.79,0.26,4.74,3.42,29.7,1.05,1.84,5.26,1.32,74.2,1.84,12.9,50.3,16.8,0.79,3.95,53.3,60.3,132.4,5.79,1.84,0,56.1,53.2,0,10.8,2.11,0.53,1.84,1.58,12.1,1.84
1819,Xavi Quintillà,DF,Villarreal,La Liga,627,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,0.43,0,16.1,0.72,0,78.7,297.4,0.71,2.71,0.43,0.43,3.43,1.71,9.43,1.86,0.57,2.29,3.14,61,4,20.4,28.9,14.1,0.71,0.29,0,29.3,68.1,3,1.14,0.14,36.4,34.6,0,5.57,1,2.29,1,0,6,1.71
1819,Dani Raba,MF,Villarreal,La Liga,191,0,0.47,0.47,0,0.47,0.06,0.34,0.4,0.06,0.4,0.95,0,16.2,2.83,0.47,74,85.2,2.38,0.95,0.95,0,2.38,2.38,14.8,0.95,0,2.38,0,57.1,0,7.14,28.6,24.8,2.38,0.95,0,36.7,52.4,1.9,0.48,0.48,47.1,40,0,9.52,1.9,0.95,2.38,1.9,8.1,1.91
1819,Adrien Rabiot,MF,Paris S-G,Ligue 1,1063,0.17,0.08,0.25,0.17,0.25,0.1,0.04,0.14,0.1,0.14,0.59,0.25,15.7,1.61,0.42,92.5,370.3,0.59,9.24,1.02,0,7.37,2.97,17.2,1.36,0.76,3.73,1.44,98.3,3.05,21.7,67.5,19.1,0.85,2.63,67.7,81.8,298.3,9.66,3.39,0.25,82.9,79.5,0.34,12.5,0.85,0,1.95,0.68,10,1.53
1819,Nemanja Radonjić,FW,Marseille,Ligue 1,681,0,0,0,0,0,0.19,0.02,0.21,0.19,0.21,2.24,0.26,17.1,2.51,0.13,66.7,68.6,0.53,1.45,0.66,0.39,1.32,0.79,18.7,1.18,0.26,1.05,0.26,35.8,0.26,3.68,14.3,22.1,5,3.03,56.5,28,113.3,5,2.24,1.18,41.8,27.1,0,4.74,0.66,1.71,0.79,0.39,4.74,1.58
1819,Ivan Radovanović,MF,Genoa,Serie A,1278,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,1.58,0.11,31.3,1.83,0,83.5,191.3,0.28,4.79,0.63,0.14,3.87,1.76,14.2,1.41,0.85,2.61,3.03,57.1,1.83,13.2,38.5,8.59,0.28,0.42,100,36.9,96.2,4.51,1.2,0,34.4,32.8,0.11,8.16,4.89,0.21,1.41,1.41,13.5,3.6
1819,Ivan Radovanović,MF,Chievo,Serie A,1706,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,1.55,0.21,29.3,1.27,0.05,84,294,0.42,5.42,0.26,0,5.11,1.68,14,1.47,1.05,2.74,1.58,62.5,2.79,17.8,42.1,7.32,0.26,0.53,90,43.4,97.7,3.47,1.11,0,43.1,41.4,0.14,10.1,1.69,0.21,1.11,0.74,11.8,1.63
1819,Ionuț Radu,GK,Genoa,Serie A,2970,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0,,0.24,0,47.3,492.8,0.09,1.03,0.12,0,0.03,0,0.03,0,0,0,0.03,31.7,27.1,31.5,0.24,0,0,0.12,100,12.4,39.9,0,0,0,9.21,9.18,0.06,1.64,0.52,0,0,0.06,4.61,0
1819,Ștefan Radu,DF,Lazio,Serie A,2243,0,0.04,0.04,0,0.04,0.02,0.02,0.04,0.02,0.04,0.4,0,11.7,1.08,0.04,84.3,351.6,0.32,4.66,0.64,0.32,5.34,1.61,6.83,1.2,1.41,3.01,3.13,62.5,4.14,22.6,33.9,11.3,0.68,0.44,54.5,41,155.9,5.3,1.77,0.08,39.4,38.4,0.04,8.15,1.29,1,1.33,0.92,12.7,2.09
1819,Rafael,DF,Lyon,Ligue 1,1023,0,0.09,0.09,0,0.09,0.01,0.09,0.1,0.01,0.1,0.26,0.09,22.2,2.64,0.09,79.2,353.6,0.96,4.82,0.96,0.61,5.09,2.63,13.1,2.46,0.96,3.6,2.11,75.5,3.42,21.1,40.4,20.6,0.79,2.19,64,50,180.7,7.46,2.54,0.26,49.6,46.8,0.18,6.93,0.88,3.16,1.84,1.75,9.82,1.66
1819,Raffael,FW,M'Gladbach,Bundesliga,543,0.33,0.17,0.5,0.33,0.5,0.32,0.24,0.56,0.32,0.56,1.83,0.67,12.1,3.81,0.5,81.5,94.2,2.5,2.5,0.83,0,2.5,1.33,26.7,1,0,1.33,0.17,48.3,0.33,3.17,22.2,27,5.5,2.67,62.5,40.2,93.5,6.17,2,1,50.3,37.3,0,7.33,0.5,1,1.5,0.83,5.5,1.17
1819,Rafinha,FW,Barcelona,La Liga,223,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,0.8,0,18.2,1.21,0,90.1,141.6,0.8,4.4,0.8,0,3.2,3.2,34.4,1.6,0.4,3.6,0.8,75.6,1.6,10,40.4,32.4,1.2,2.8,28.6,59.6,124.4,10.4,2.4,0.4,66.4,58.8,0,12.8,0.8,0.4,2.8,3.2,7.6,2
1819,Rafinha,DF,Bayern Munich,Bundesliga,901,0.1,0.1,0.2,0.1,0.2,0.02,0.04,0.05,0.02,0.05,0.4,0.1,22.1,1.8,0.3,92.6,452.5,0.5,7.2,1.2,0.5,6.8,1.4,6.8,1.5,0.8,2.2,1.4,94.7,2.2,21.2,52.9,26.3,0.7,1.2,50,71.2,144.7,6.2,2.5,0,73.5,70.2,0,12,1.5,1.9,0.7,0.8,11.1,1
1819,Andrea Raggi,DF,Monaco,Ligue 1,494,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,0.18,0,7,0.91,0,80.3,336.7,0.55,2.91,0.36,0.36,2.55,0.91,12.5,2.36,0.91,1.82,2.18,51.1,2,19.3,26.5,7.82,0.36,0.36,0,27.8,70.9,2.55,0.18,0,33.6,29.8,0,4.18,1.64,1.27,0.18,1.09,6,0.54
1819,Baba Rahman,DF,Reims,Ligue 1,964,0.09,0.09,0.19,0.09,0.19,0.03,0.03,0.06,0.03,0.06,0.47,0.09,18.8,1.03,0.09,80.6,321.4,0.28,2.71,0.47,0.19,4.49,2.52,16.9,2.15,1.78,4.3,3.74,65.5,4.21,24.4,32.7,12.2,1.12,1.78,42.1,37.8,108.9,4.58,0.75,0.37,37,35.4,0,9.25,0.65,0.37,1.4,1.31,9.53,3.56
1819,Baba Rahman,DF,Schalke 04,Bundesliga,162,0,0,0,0,0,0.02,0.09,0.11,0.02,0.11,1.11,0,25.6,2.22,0.56,75.8,287.2,1.67,6.67,1.11,1.11,6.11,1.67,12.2,2.22,0.56,2.22,1.67,62.2,1.67,12.2,37.8,18.9,0.56,1.11,50,40.6,184.4,7.22,4.44,0,36.7,34.4,0,11.1,1.11,1.67,1.67,0.56,11.1,0
1819,Ivan Rakitić,MF,Barcelona,La Liga,2643,0.1,0.17,0.27,0.1,0.27,0.08,0.08,0.15,0.08,0.15,1.22,0.37,22,1.77,0.37,90.6,376.8,0.54,9.35,1.16,0.14,6.43,1.26,18.5,1.5,1.33,2.59,0.99,97.4,2.41,19.3,62,23.1,1.12,1.53,62.2,78.2,175,7.21,2.72,0.1,83.9,79.4,0.27,13,2.69,0.68,0.92,1.8,9.83,1.43
1819,Joe Ralls,MF,Cardiff City,Premier League,1959,0,0,0,0,0,0.07,0.09,0.16,0.04,0.13,1.01,0.09,23.1,2.25,0.18,65.8,218.3,1.28,4.91,0.73,0.23,4.45,2.29,21.2,1.61,0.78,3.07,1.24,47.9,1.65,8.72,27.3,13.7,0.87,0.23,80,26.4,60.2,2.98,1.24,0.14,28.9,23.5,0.05,8.62,2.43,1.01,1.33,0.5,12.2,1.98
1819,Jonás Ramalho,DF,Girona,La Liga,1619,0.06,0,0.06,0.06,0.06,0.03,0,0.03,0.03,0.03,0.39,0.11,11.6,0.67,0.17,81.9,266.6,0.11,1.5,0.33,0.11,2.33,0.56,9.78,2.17,0.5,1.06,4.83,54.2,5.67,26.7,23.3,7.83,0.5,0.56,30,35.4,96.1,2.61,0.94,0,35.8,34,0,6.67,0.78,1,0.83,0.61,7.61,2.34
1819,Benito Raman,MF,Düsseldorf,Bundesliga,1681,0.54,0.21,0.75,0.54,0.75,0.41,0.16,0.56,0.41,0.56,2.89,1.39,16.4,2.57,0.54,66.5,109.7,1.12,1.93,1.39,0.53,3.64,1.87,24.3,1.6,0.86,2.73,0.32,40.7,0.91,6.95,17.8,20.2,4.44,4.55,47.1,31.8,115.4,6.52,2.09,1.44,37.4,26.5,0.11,4.17,1.39,1.93,1.44,1.02,7.75,0.64
1819,Adil Rami,DF,Marseille,Ligue 1,1412,0.06,0.06,0.13,0.06,0.13,0.07,0.01,0.08,0.07,0.08,0.83,0.13,8.6,0.51,0.06,83.9,335.9,0.19,2.48,0.32,0,2.93,1.08,5.1,1.46,0.45,1.53,4.52,62.5,5.8,35.8,27.4,2.61,1.53,0.25,75,40.2,110.4,2.36,0.38,0,41.3,39.9,0,5.35,1.85,0.06,1.08,0.7,13.1,3.37
1819,Gastón Ramírez,MF,Sampdoria,Serie A,1578,0.23,0.23,0.46,0.23,0.46,0.15,0.22,0.37,0.15,0.37,1.71,0.69,19.8,2.91,0.4,75.2,146.2,1.83,2.91,1.54,0.29,3.54,1.66,23.4,2,0.69,2.34,1.14,63.9,1.77,9.43,29.9,28.3,3.03,2.51,54.5,44.6,87.9,4.34,1.66,0.29,61.3,46.6,0.23,9.2,2.06,1.54,2.29,2.06,6.86,3.66
1819,Sandro Ramírez,FW,Real Sociedad,La Liga,1055,0,0,0,0,0,0.21,0.11,0.32,0.21,0.32,3.59,0.85,19.5,2.99,0,72.9,106.2,1.62,1.62,1.2,0.34,2.65,1.71,22,1.28,0.6,2.31,0.09,47.8,0.77,5.21,20.5,25.6,5.04,2.65,41.9,33.2,74,3.76,1.45,0.68,46.8,31.8,0.09,6.41,0.94,2.48,1.62,2.05,7.52,1.28
1819,Iván Ramis,DF,Eibar,La Liga,1677,0,0,0,0,0,0.04,0,0.04,0.04,0.04,0.81,0.16,11.5,0.32,0.05,82.5,255.1,0.05,2.74,0,0,3.17,1.18,4.62,1.02,0.65,1.83,6.08,51.9,3.76,20.8,32.7,1.72,1.02,0.22,100,28.7,78.8,2.9,0.16,0,28.7,27.6,0,5.38,3.06,0.05,0.54,0.54,13.2,4.25
1819,Chris Ramos,FW,Valladolid,La Liga,63,0,0,0,0,0,0.07,0,0.07,0.07,0.07,1.43,0,10,0,0,12.5,20,0,0,0,0,1.43,1.43,22.9,2.86,0,1.43,1.43,22.9,1.43,2.86,7.14,12.9,2.86,0,,4.29,0,0,0,0,42.9,14.3,0,4.29,0,0,2.86,2.86,2.86,10
1819,Sergio Ramos,DF,Real Madrid,La Liga,2474,0.22,0.04,0.25,0.04,0.07,0.25,0.03,0.28,0.11,0.14,0.91,0.29,15,1.02,0.18,91.6,535.6,0.25,5.35,0.22,0,3.64,1.82,7.35,1.71,0.98,2.8,3.45,79.7,7.53,38,42.6,3.93,1.53,0.33,55.6,56.4,161.3,3.02,0.44,0,60.3,57.6,0.07,7.16,3.24,0.18,1.05,1.27,10.6,2.44
1819,Aaron Ramsey,MF,Arsenal,Premier League,1331,0.27,0.41,0.68,0.27,0.68,0.22,0.16,0.38,0.22,0.38,2.23,0.81,16.2,3.04,0.74,81.9,174.1,1.62,3.58,1.42,0.34,4.12,2.09,26.6,0.61,0.68,2.77,0.14,65.6,0.74,8.24,35.1,27,5.2,1.42,57.1,54.4,135.5,6.28,2.57,0.34,64.4,52,0.34,10.3,1.15,1.55,1.42,1.35,7.57,1.56
1819,Kayne Ramsey,DF,Southampton,Premier League,90,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,77.8,56,0,0,0,0,0,3,14,0,0,3,8,27,6,17,10,0,0,0,,11,3,0,0,0,8,8,0,0,0,0,0,0,5,2
1819,Andrea Ranocchia,DF,Inter,Serie A,62,0,0,0,0,0,0.17,0,0.17,0.17,0.17,2.86,1.43,10.8,0,0,56.7,282.9,0,2.86,0,0,1.43,2.86,14.3,1.43,0,2.86,4.29,55.7,2.86,27.1,22.9,8.57,4.29,0,,27.1,92.9,2.86,0,0,58.6,40,0,7.14,0,0,5.71,0,5.71,17.14
1819,Marcus Rashford,FW,Manchester Utd,Premier League,2334,0.39,0.23,0.62,0.39,0.62,0.36,0.17,0.53,0.36,0.53,3.2,1.54,18.9,2.89,0.39,73.9,77.5,1.47,1.24,0.93,0.12,2.28,0.73,16.4,0.93,0.27,1,0.69,43.6,0.85,3.67,17.4,25.5,6.37,3.47,53.3,33.1,84.1,4.75,1.39,1,51.7,32.9,0.19,5.29,1.2,1.43,1,2.01,4.4,2.08
1819,Milot Rashica,FW,Werder Bremen,Bundesliga,1550,0.52,0.29,0.81,0.46,0.75,0.4,0.22,0.63,0.36,0.58,3.37,1.4,19.6,4.41,0.52,61.5,81.1,1.86,0.7,1.51,0.76,1.63,1.28,24.8,1.22,0.17,1.45,0.52,45.7,0.87,4.42,14.7,30.3,5.29,4.19,54.2,36.8,119.8,6.69,1.57,1.8,48.2,32,0.12,5.93,1.28,4.59,1.92,1.98,6.74,1.81
1819,Jacob Rasmussen,DF,Empoli,Serie A,1016,0,0.09,0.09,0,0.09,0.02,0.01,0.03,0.02,0.03,0.35,0,9.5,0.71,0.18,87,381.9,0.27,4.07,0,0,2.65,1.77,11.9,2.12,0.53,2.3,4.78,68.3,7.26,36.5,32.3,3.36,0.71,0.18,50,42.3,106.1,2.21,0.53,0,43.3,42.3,0,7.88,2.48,0.09,0.71,0.44,12.7,3.45
1819,Giacomo Raspadori,DF,Sassuolo,Serie A,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
