season,player,position,team,league,mins,goals,assists,goals_assists,npg,npg_assists,xg,xa,xg_xa,npxg,npxg_xa,shots,shots_on_target,shot_distance,sca,gca,pass_percent,prog_pass_dist,key_passes,pass_final_third,ppa,cross_pa,prog_pass,tackles,pressures,blocks,interceptions,tkl_int,clearances,touches,touches_def_pen,touches_def_third,touches_mid_third,touches_att_third,touches_att_pen,dribble_att,dribble_success,carries,prog_carry_dist,prog_carries,carries_final_third,carries_pen_area,targets,receptions,through_balls,pressured_passes,switches,crosses,fouls,fouled,recoveries,aerial_duels
1819,Yoric Ravet,MF,Freiburg,Bundesliga,75,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14,1.25,0,19.1,2.4,1.2,61.3,146.3,1.25,1.25,1.25,0,6.25,0,20,1.25,0,0,1.25,55,3.75,7.5,17.5,31.3,2.5,1.25,100,35,56.3,5,1.25,0,43.8,30,0,10,0,1.25,2.5,0,11.3,0
1819,Tim Ream,DF,Fulham,Premier League,2047,0,0,0,0,0,0,0,0,0,0,0.04,0,23.5,0.35,0,87.8,285.4,0.09,2.11,0.09,0,2.95,1.1,9.6,1.37,0.84,1.94,4.45,53.7,5.81,26.4,28.8,0.93,0.09,0.31,85.7,33.7,87.9,2.07,0.13,0,34.1,33.5,0,7.18,0.4,0,0.48,0.4,10.7,3.13
1819,Ante Rebić,FW,Eint Frankfurt,Bundesliga,1978,0.41,0.18,0.59,0.41,0.59,0.42,0.24,0.65,0.42,0.65,2.73,1.27,15.9,3.69,0.46,56.2,51.2,1.55,1,1,0.27,1.95,1.18,18.3,0.82,0.41,1.59,0.14,40.9,0.18,1.64,17.3,25.4,5.86,4.23,51.6,32.3,91.8,5.41,1.82,1.09,54.3,31.2,0.09,5.23,0.55,2.23,2.14,0.95,5.27,2.5
1819,Pedro Rebocho,DF,Guingamp,Ligue 1,3240,0,0.22,0.22,0,0.22,0.02,0.16,0.18,0.02,0.18,0.44,0.14,24.1,2.06,0.22,72.6,400.6,1.47,3.39,1.06,0.69,4.28,1.75,13.9,2.42,0.78,2.53,2.28,67.3,3.17,20.1,30.8,20.7,0.72,1.14,70.7,37.8,120,4.72,1.83,0.19,35.8,33.1,0.03,8.58,2.14,3.47,0.58,1,10.8,1.89
1819,Arkadiusz Reca,DF,Atalanta,Serie A,49,0,0,0,0,0,0,0.47,0.47,0,0.47,0,0,,3.67,0,77.8,316,4,2,4,2,4,4,14,0,2,6,0,86,0,18,28,46,4,12,33.3,68,176,12,0,2,66,60,0,6,4,8,2,4,14,6
1819,Recio,MF,Leganés,La Liga,1285,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,0.63,0.28,24.2,1.33,0.14,84.5,176.5,0.42,3.22,0.28,0.07,2.87,2.1,21.3,1.12,0.91,3.01,1.47,54.7,1.4,10.1,37.8,9.93,0.42,0.98,64.3,37.8,76.1,3.43,1.4,0.21,39.3,35.5,0,9.51,1.33,0.56,3.22,1.89,11.3,1.61
1819,Nathan Redmond,FW,Southampton,Premier League,3270,0.17,0.11,0.28,0.17,0.28,0.17,0.15,0.32,0.17,0.32,2.04,0.61,19.4,3.66,0.3,72.2,103.4,1.52,1.71,1.68,0.61,2.4,1.18,28,1.57,0.58,1.76,0.3,45.9,0.77,5.07,18.7,26.7,4.52,4.88,60.5,38.3,134.5,7.22,2.23,1.96,49.8,33.9,0.08,9.48,1.24,2.2,0.8,0.77,6.78,2.07
1819,Vasco Regini,DF,SPAL,Serie A,81,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,78,217.8,0,2.22,0,0,0,1.11,21.1,2.22,0,1.11,10,62.2,5.56,30,27.8,6.67,0,0,,33.3,177.8,5.56,1.11,0,32.2,32.2,0,3.33,0,0,3.33,3.33,8.89,5.55
1819,Sergio Reguilón,DF,Real Madrid,La Liga,1119,0,0.16,0.16,0,0.16,0.02,0.12,0.14,0.02,0.14,0.48,0,20.4,2.33,0.16,85,299.6,1.21,3.95,0.89,0.32,3.79,1.85,16.9,2.26,1.37,3.23,3.15,75.6,3.23,19.4,38.7,22.2,1.61,1.77,54.5,55.3,146,7.02,2.58,0.4,54.5,51.5,0,12.3,1.29,2.1,1.94,2.34,8.47,1.86
1819,Bobby Reid,FW,Cardiff City,Premier League,1424,0.32,0.13,0.44,0.25,0.38,0.28,0.06,0.34,0.23,0.29,1.58,0.44,14.6,2.46,0.38,71.8,52.8,0.89,0.95,0.38,0.06,1.2,0.76,31.5,0.51,0.44,1.2,0.89,31.5,1.27,4.18,14.2,15.1,3.61,1.96,74.2,22.8,42.6,2.28,0.57,0.44,38.9,21.4,0.13,4.24,0.38,0.51,0.38,1.71,5.38,2.22
1819,Pepe Reina,GK,Milan,Serie A,330,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,73.9,496.5,0,0,0,0,0,0,0,0,0,0,0,32.7,29.5,32.7,0,0,0,0,,15.1,41.9,0,0,0,13.2,13.2,0,2.16,1.08,0,0,0,4.32,0
1819,Jeff Reine-Adélaïde,FW,Angers,Ligue 1,2556,0.11,0.11,0.21,0.11,0.21,0.16,0.1,0.26,0.13,0.23,1.23,0.53,17.8,3.13,0.21,83.9,120.9,1.13,2.43,1.2,0.04,3.31,1.48,20.4,1.06,0.81,2.29,0.18,53.9,0.46,7.89,31,22.9,2.78,5.99,65.9,48.5,182.5,8.7,3.8,0.53,51.5,41.8,0.28,8.24,0.39,0.32,1.09,2.39,6.83,1.2
1819,Karim Rekik,DF,Hertha BSC,Bundesliga,2068,0,0,0,0,0,0.03,0,0.03,0.03,0.03,0.3,0.09,13.2,0.17,0,88,298.3,0.04,2.04,0.13,0.04,2.57,1.91,7.52,1.7,1.26,3.17,4.48,60.5,7,33,29.8,2.04,0.35,0.26,83.3,40.3,98.8,2.22,0.3,0,39.7,38.9,0,8.91,1.74,0.17,0.74,1,10.3,2.83
1819,Loïc Rémy,FW,Lille,Ligue 1,1204,0.52,0.15,0.67,0.45,0.6,0.46,0.08,0.54,0.35,0.42,2.39,1.04,14.1,1.64,0.37,77.8,25,0.6,0.75,0.3,0,0.97,0.22,13,0.52,0,0.22,1.27,24.6,1.49,2.09,12.1,11.3,4.18,0.67,66.7,14.7,39.4,1.79,0.52,0.52,32.2,17,0.07,3.06,0.15,0.22,1.34,0.75,2.99,4.62
1819,Michael Rensing,GK,Düsseldorf,Bundesliga,2880,0,0,0,0,0,0,0,0,0,0,0,0,,0.06,0.03,64,508.6,0,0.34,0,0,0,0,0.13,0,0,0,0,34.7,31.6,34.6,0.19,0,0,0,,14.8,54.3,0,0,0,11.2,11.1,0,1.34,0.66,0,0,0.13,4.44,0
1819,Marco Reus,MF,Dortmund,Bundesliga,2316,0.66,0.31,0.97,0.54,0.85,0.55,0.31,0.86,0.46,0.77,2.61,1.21,14.7,3.38,0.74,80.1,120.5,1.44,2.68,1.56,0.19,3.58,1.48,24,1.13,0.47,1.95,1.13,54.2,1.28,4.79,25.7,28.2,6.26,2.37,50.8,40,107.4,5.8,2.49,1.01,54.9,41.4,0.19,6.11,0.78,1.56,1.32,1.25,5.29,1.05
1819,Elvis Rexhbeçaj,MF,Wolfsburg,Bundesliga,1144,0.16,0.16,0.31,0.16,0.31,0.06,0.09,0.14,0.06,0.14,0.79,0.31,22.3,1.89,0.39,70.8,127.2,0.71,2.52,1.1,0.08,3.62,2.28,20.6,2.44,0.55,2.83,1.97,47.5,1.73,10.1,26.1,13.5,1.81,1.18,73.3,29.3,62.9,2.52,0.55,0.24,32.6,25.4,0.24,5.2,1.5,0.71,0.94,2.68,11.9,2.36
1819,Diego Reyes,DF,Leganés,La Liga,320,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,0.28,0,14.9,0.28,0,84.7,382.5,0.28,5.56,0.28,0,4.44,1.94,8.89,2.5,0.56,2.5,7.78,61.9,7.22,25,36.7,5.28,0.28,0.83,100,39.7,148.9,5.28,1.67,0,36.4,35.8,0,5.28,2.5,0.28,0.83,0.28,6.39,2.5
1819,Baptiste Reynet,GK,Toulouse,Ligue 1,2704,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0.3,0.03,65.5,579.3,0.13,0.83,0.07,0,0.03,0,0.1,0,0,0,0.1,38.5,33.1,38.4,0.33,0,0,0.1,100,17.8,59.7,0,0,0,14.7,14.6,0,2.17,1.17,0,0.03,0.33,5.33,0
1819,Simon Rhein,MF,Nürnberg,Bundesliga,494,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0.18,0,26.1,0.36,0,83.1,206.4,0,2.73,0.36,0,3.82,1.64,11.8,2.18,1.64,3.27,0.91,58,2.73,19.8,34.4,7.09,0.18,1.64,77.8,42,112.2,4.36,1.27,0.18,37.3,35.3,0,7.27,1.27,0.55,1.09,0.36,12.5,1.1
1819,Franck Ribéry,FW,Bayern Munich,Bundesliga,1174,0.46,0.23,0.69,0.46,0.69,0.26,0.18,0.43,0.26,0.43,1.85,0.85,12.7,3.99,0.69,80.9,201.5,1.69,3.15,3.31,0.54,6.38,1.23,17.9,0.85,0.08,1.31,0,74.2,0.31,6,34.7,40,9.08,6.62,57,68.6,215.2,13.8,3.15,3.23,71.2,61.9,0.08,12.3,1.31,3.08,1.31,1.54,7.85,0.46
1819,Declan Rice,MF,West Ham,Premier League,3003,0.06,0,0.06,0.06,0.06,0.04,0.01,0.06,0.04,0.06,0.72,0.15,16.9,0.93,0.12,86.9,177.5,0.27,3.8,0.15,0,2.46,2.78,23.7,1.62,1.56,4.34,1.77,55.4,2.16,15.4,37.1,6.56,0.78,0.99,75.8,36.7,89.6,3.08,0.87,0.09,34.4,32.3,0.06,7.28,1.47,0.12,0.51,0.24,13.4,2.16
1819,Jazz Richards,DF,Cardiff City,Premier League,132,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,71.4,116,0,1.33,0,0,1.33,0.67,10.7,1.33,0.67,1.33,4,30,2.67,9.33,16.7,5.33,0,0,,10.7,20,0.67,0,0,9.33,8.67,0,2,0,0,0,0,7.33,0
1819,Richarlison,FW,Everton,Premier League,2665,0.44,0.03,0.47,0.44,0.47,0.3,0.05,0.35,0.3,0.35,2.94,0.91,13.9,2.57,0.34,65.2,67.1,0.57,1.32,0.84,0.1,2.43,1.86,21.4,1.11,0.47,2.33,1.18,45.6,1.22,5.41,19.5,24.6,5.64,2.7,51.3,34.6,108,5.78,1.79,1.08,50.4,31.9,0.1,8.65,0.61,1.35,1.11,2.47,7.64,4.87
1819,Marco Richter,FW,Augsburg,Bundesliga,1426,0.25,0.38,0.63,0.25,0.63,0.21,0.17,0.38,0.21,0.38,3.48,1.52,19.7,3.28,0.63,67.6,99.2,1.01,2.15,1.2,0.13,2.97,0.82,18.9,1.14,0.7,1.52,0.38,47.3,0.7,4.94,23.3,23,4.87,4.3,52.9,35.7,89.2,4.24,1.96,0.44,47.3,32.9,0.25,5.57,1.01,1.58,1.39,1.65,8.04,2.85
1819,Diego Rico,DF,Bournemouth,Premier League,612,0,0,0,0,0,0.03,0.17,0.2,0.03,0.2,1.32,0,28.7,2.21,0.15,67.8,346.5,1.62,3.24,1.03,0.74,5.44,1.76,21.6,2.5,2.21,3.97,3.09,68.8,4.26,22.5,27.8,21.6,0.88,1.18,62.5,36.9,91.5,3.38,1.18,0.15,38.2,34.3,0,7.06,1.03,2.94,1.47,1.62,11.8,1.91
1819,Mikel Rico,MF,Athletic Club,La Liga,242,0,0,0,0,0,0.14,0,0.15,0.14,0.15,1.11,0.37,10.7,1.12,0,78.3,116.3,0.37,0.74,0.74,0,2.59,0.74,23,1.48,1.11,1.85,2.59,47,1.11,7.78,30,11.1,1.48,1.11,33.3,29.6,35.9,1.11,0.37,0,34.4,26.3,0,5.93,0.74,1.11,1.85,1.11,11.1,4.07
1819,Sergio Rico,GK,Fulham,Premier League,2610,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0.17,0,58.2,608.6,0.07,0.41,0.03,0,0,0,0,0,0,0,0,34.4,31.1,34.4,0.03,0,0,0,,14.5,35.1,0,0,0,12.3,12.2,0,2.14,0.48,0,0.03,0.17,4.48,0
1819,Asier Riesgo,GK,Eibar,La Liga,1260,0,0,0,0,0,0,0,0,0,0,0,0,,0.14,0,56.8,593,0,1.79,0,0,0,0,0.07,0,0,0,0.07,29.4,23.4,29.3,0.07,0,0,0,,14.9,62,0,0,0,9.43,9.36,0,1,0.57,0,0,0,6.36,0
1819,Sascha Riether,DF,Schalke 04,Bundesliga,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,Emiliano Rigoni,FW,Atalanta,Serie A,522,0.52,0,0.52,0.52,0.52,0.29,0.07,0.36,0.29,0.36,2.76,0.52,16,3.62,0.52,62.2,114.3,1.72,1.9,1.21,0.52,3.45,0.69,18.6,0.86,1.03,1.72,0.17,57.9,0.34,3.1,23.1,36,4.48,8.1,55.3,49.3,116.9,7.07,2.07,0.17,57.2,44,0.17,6.55,2.24,4.83,0.69,0.86,7.59,1.72
1819,Luca Rigoni,MF,Parma,Serie A,1761,0.1,0.05,0.15,0.1,0.15,0.16,0.04,0.2,0.16,0.2,0.87,0.26,11.5,0.97,0.05,78.7,134.4,0.56,2.3,0.36,0.05,2.91,2.24,17.3,1.63,0.97,3.21,1.94,37.1,3.57,12.9,19.6,6.89,1.58,0.77,53.3,23.3,60.7,1.73,0.82,0.1,26,21.7,0.1,4.64,0.46,0.41,1.22,0.92,7.7,1.78
1819,Nicola Rigoni,MF,Chievo,Serie A,1951,0,0.05,0.05,0,0.05,0.08,0.02,0.09,0.08,0.09,0.92,0.23,20,1.29,0.14,80.1,242.2,0.51,4.7,0.32,0.05,4.84,2.21,19.7,1.29,1.01,3.23,2.35,50.4,3.18,13.4,30.9,7.83,0.83,0.46,70,31.1,46.1,1.29,0.41,0,33.5,30.6,0.09,6.73,0.83,0.51,2.17,0.88,10.9,2.81
1819,Kévin Rimane,MF,Paris S-G,Ligue 1,5,0,0,0,0,0,0,0,0,0,0,0,0,,18,18,100,370,0,10,0,0,30,0,50,0,0,0,0,80,10,40,20,20,0,0,,80,40,0,0,0,80,80,0,0,0,0,0,0,0,0
1819,Tomás Rincón,MF,Torino,Serie A,2799,0.1,0.03,0.13,0.1,0.13,0.05,0.04,0.09,0.05,0.09,1.09,0.32,22,2.22,0.19,77.8,213.4,0.9,3.63,0.77,0.16,3.63,2.54,21,1.45,1.48,4.02,2.44,55.4,1.99,11.8,33.7,13.6,0.8,1.38,67.4,35.3,103.7,4.24,1.58,0.13,33.4,31,0,8.2,2.38,1.06,2.25,1.25,12.4,3.08
1819,Renaud Ripart,FW,Nîmes,Ligue 1,3006,0.24,0.12,0.36,0.24,0.36,0.18,0.1,0.28,0.18,0.28,1.98,0.6,13.5,2.1,0.18,72.4,132.5,0.84,1.53,0.63,0.3,2.16,2.19,19.9,1.68,0.69,2.87,2.25,50.4,2.34,11.2,21.9,20.3,2.99,1.77,45.8,30.8,71.5,3.8,1.56,0.12,44.3,31,0.03,7.31,0.39,1.44,1.11,2.16,7.34,5.81
1819,Mihailo Ristić,DF,Montpellier,Ligue 1,326,0.28,0,0.28,0.28,0.28,0.26,0.02,0.28,0.26,0.28,1.39,0.56,22.8,1.66,0,72.7,178.6,0.56,1.94,0.28,0.28,3.89,3.61,25.3,2.5,1.39,5,4.72,62.2,3.06,16.1,30,19.4,2.22,0.83,66.7,33.1,96.9,6.39,1.39,0.83,39.4,32.2,0,6.94,1.39,1.39,0.83,1.39,5,2.22
1819,Matt Ritchie,DF,Newcastle Utd,Premier League,2928,0.06,0.25,0.31,0.03,0.28,0.15,0.14,0.29,0.11,0.25,1.2,0.22,18.5,2.49,0.25,65.6,255,1.63,1.94,1.42,0.86,2.83,2,22.6,2.09,1.26,3.26,1.82,59.8,2.46,14.6,24.6,24.2,1.72,1.02,51.5,33.5,86.8,3.97,1.6,0.12,37.5,31.2,0.03,10,2.89,3.91,1.69,1.2,9.17,2.65
1819,Cristian Rivera,MF,Huesca,La Liga,1692,0.11,0,0.11,0.11,0.11,0.06,0.04,0.09,0.06,0.09,0.69,0.32,18.5,1.7,0,80.7,140,0.69,2.55,0.48,0.16,2.45,1.91,18.1,1.65,1.6,3.51,1.54,46.9,3.19,12,28.5,8.78,1.22,1.44,81.5,31.3,70.8,3.4,0.9,0,31.5,26.4,0.05,6.28,0.85,0.48,0.96,0.59,11.7,2.39
1819,Arjen Robben,FW,Bayern Munich,Bundesliga,567,0.63,0,0.63,0.63,0.63,0.52,0.33,0.85,0.52,0.85,3.49,1.59,15,4.13,0.16,77.8,180.3,2.38,1.59,2.54,0.32,5.4,0.48,14.3,1.27,0.63,1.11,0.16,65.2,0.32,2.7,23.8,42.9,6.03,2.54,31.3,49.5,177.5,12.1,2.54,1.27,56.8,50,0.32,11,1.43,1.9,0.79,0.79,6.19,0.64
1819,Rober,DF,Levante,La Liga,2854,0.03,0,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,0.22,0.03,8.8,0.54,0,82,208.1,0.19,1.64,0.16,0,1.92,1.48,9.72,1.86,1.14,2.62,4.92,44.3,7.44,23.7,20.8,2.15,0.82,0.41,100,24.3,84,2.15,0.25,0,23,22.1,0.03,5.71,1.2,0.03,0.88,0.41,10.2,3.06
1819,Sergi Roberto,DF,Barcelona,La Liga,2088,0,0.3,0.3,0,0.3,0.03,0.15,0.17,0.03,0.17,0.39,0.09,14.6,1.98,0.43,90.1,274.7,1.12,3.23,1.25,0.22,4.35,1.29,13.9,1.68,1.25,2.54,1.29,85.6,2.5,18.6,42.9,30.3,2.67,1.08,68,65.5,177.8,6.9,2.54,0.47,70.1,65.3,0.22,12.1,0.65,1.21,0.78,1.42,7.89,1.68
1819,Patrick Roberts,FW,Girona,La Liga,601,0,0,0,0,0,0.12,0.07,0.19,0.12,0.19,1.04,0.75,15.9,3.14,0.45,79.6,102.8,1.19,1.79,1.49,0.3,2.84,1.04,22.7,1.04,0.75,1.79,0.15,42.1,0.15,5.67,19.9,21.5,4.63,5.67,63.2,36.6,128.5,5.82,1.04,1.79,40.6,30.6,0.45,3.88,0.6,1.49,0,1.34,6.57,1.2
1819,Andrew Robertson,DF,Liverpool,Premier League,3216,0,0.31,0.31,0,0.31,0.03,0.19,0.22,0.03,0.22,0.39,0.14,18.5,2.35,0.56,81.6,429.5,1.46,4.45,2.02,0.5,6.95,2.13,13.5,1.48,1.2,3.33,1.51,86.9,2.27,21,43,29.2,2.89,1.23,68.2,61.8,165.3,6.25,2.61,0.48,65.2,60.4,0.06,9.52,1.54,3.03,0.56,0.45,10.1,1.12
1819,Joel Robles,GK,Betis,La Liga,450,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,79,518,0,0.4,0,0,0,0,0,0,0,0,0.2,40.8,34.4,40.6,0.4,0,0,0,,21.4,70,0,0,0,19.8,19.8,0,3.8,0.8,0,0,0,6.2,0
1819,Marc Roca,MF,Espanyol,La Liga,3112,0.03,0.06,0.09,0.03,0.09,0.04,0.08,0.12,0.04,0.12,0.69,0.26,26.1,1.59,0.09,87.6,297.2,0.66,5.64,0.78,0.06,5.81,2.37,16.8,1.65,0.95,3.32,1.97,64.6,4.45,19.2,40.6,8.67,0.49,1.3,80,47.2,114.7,3.82,1.21,0.03,46.5,44.6,0.23,8.38,1.82,0.17,1.73,0.78,10.1,1.77
1819,Christopher Rocchia,DF,Marseille,Ligue 1,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,85.7,4,0,0,0,0,0,0,1,0,0,0,0,9,0,1,6,3,0,0,,8,15,2,0,0,8,8,0,0,0,1,0,0,0,0
1819,Kenny Rocha Santos,DF,Saint-Étienne,Ligue 1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,Rubén Rochina,MF,Levante,La Liga,1800,0.2,0.25,0.45,0.2,0.45,0.12,0.23,0.34,0.12,0.34,2.4,0.6,24.5,3.5,0.55,68.9,244.1,1.4,5.1,1.45,0.25,4.75,3,23.4,2,0.7,3.7,1.3,67.1,1.6,12.3,39.2,20.8,1.25,4.55,75.8,48.4,127.2,6.6,1.65,0.25,48.6,43.6,0.3,8.55,2.8,1.75,2.45,2.65,9.85,1.6
1819,Sebastian Rode,MF,Eint Frankfurt,Bundesliga,923,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12,0.39,0.19,18.9,2.63,0,81.8,209.8,1.36,3.69,0.97,0.19,4.47,3.3,32.9,2.43,1.17,4.47,1.94,64.4,3.11,12.6,38.8,16.1,1.75,1.65,64.7,38.3,96.2,3.79,0.97,0.19,44.4,38.3,0,8.93,1.36,1.46,1.55,1.07,12.3,2.24
1819,Ronny Rodelin,MF,Guingamp,Ligue 1,788,0,0,0,0,0,0.18,0.08,0.26,0.18,0.26,2.95,0.91,21.1,2.74,0.11,70.6,126.9,1.14,3.07,0.91,0.11,4.43,1.36,19.8,1.48,0.34,1.7,1.36,46,1.25,3.52,23.3,20.8,3.3,2.27,80,29.4,47,3.18,0.68,0.34,44.2,33,0,8.86,0.8,0.8,1.14,1.02,6.25,5.57
1819,Rodri,MF,Atlético Madrid,La Liga,2735,0.1,0.03,0.13,0.1,0.13,0.08,0.03,0.11,0.08,0.11,0.86,0.26,16.7,1.32,0.07,91.2,286,0.56,5.89,0.33,0,4.24,3.55,23.9,1.64,0.99,4.54,2.2,73.3,3.75,18.8,49,10.8,0.86,0.92,75,53.7,111,4.61,1.35,0.03,52.7,50.2,0.07,12.9,1.81,0.03,1.94,1.41,13,3.12
1819,Rodrigo,FW,Valencia,La Liga,2528,0.28,0.21,0.5,0.28,0.5,0.48,0.13,0.61,0.45,0.58,2.7,1.03,14.1,2.67,0.57,71.6,75.6,1.07,1.85,1.07,0.07,2.88,0.57,19.5,0.68,0.14,0.71,0.64,43,0.71,4.09,20,22.2,5.62,3.24,57.1,33.3,87.4,4.95,1.6,1.1,54.2,35,0.25,5.69,0.85,1.39,0.82,1.46,4.34,3.34
1819,Kévin Rodrigues,DF,Real Sociedad,La Liga,484,0,0,0,0,0,0.01,0.11,0.12,0.01,0.12,0.37,0.19,27.3,2.23,0.19,77.8,290.7,1.3,2.22,0.56,0.37,4.26,4.63,21.1,1.85,0.74,5.37,2.59,56.9,4.81,20,25.9,14.6,0.56,2.59,78.6,34.1,108.7,4.81,1.67,0.19,33.7,29.8,0,6.67,1.11,2.22,0.93,1.11,7.04,2.59
1819,Óscar Rodríguez Arnaiz,MF,Leganés,La Liga,2504,0.14,0.11,0.25,0.14,0.25,0.13,0.13,0.26,0.13,0.26,2.12,0.76,24,2.84,0.4,69.6,143.1,1.62,2.45,1.04,0.4,2.81,1.62,21.9,0.79,0.58,2.19,0.68,50,0.9,6.8,26.6,20.6,2.34,3.17,59.1,34.8,84.2,3.92,1.94,0.25,41.2,32.7,0.04,6.12,1.98,2.3,1.12,0.97,7.63,2.34
1819,Alejandro Rodríguez,FW,Empoli,Serie A,25,0,0,0,0,0,1.6,0,1.6,1.6,1.6,3.33,0,9,0,0,40,36.7,0,0,0,0,0,0,16.7,0,0,0,3.33,33.3,3.33,6.67,16.7,13.3,3.33,0,,16.7,0,0,0,0,56.7,20,0,3.33,0,0,6.67,0,6.67,10
1819,Ángel Rodríguez,FW,Getafe,La Liga,1819,0.4,0.15,0.54,0.4,0.54,0.4,0.16,0.56,0.4,0.56,3.27,1.24,14.3,2.08,0.35,64.2,55.4,0.79,1.24,0.94,0.2,2.03,0.64,19.3,0.69,0.25,0.89,0.5,32.4,0.5,1.78,13.5,19.2,5.1,1.88,50,24,55.5,3.81,1.04,0.79,50.3,24.7,0.05,4.41,0.59,1.09,2.08,1.73,3.81,3.47
1819,James Rodríguez,MF,Bayern Munich,Bundesliga,1138,0.55,0.24,0.79,0.55,0.79,0.4,0.37,0.78,0.4,0.78,2.7,1.51,16.8,6.17,0.63,83.2,340.3,3.97,5.16,2.7,0.4,8.17,1.03,17.9,0.95,0.63,1.67,0.08,86,0.48,8.02,42.5,41,5.63,2.22,75,68.7,162.1,10.4,2.86,0.71,72.9,65.9,0.48,13.2,5.32,2.86,0.56,1.19,8.49,0.72
1819,Ricardo Rodríguez,DF,Milan,Serie A,3047,0,0.09,0.09,0,0.09,0.02,0.04,0.06,0.02,0.06,0.74,0.18,27,1.6,0.09,83.9,366.3,0.68,4.51,1.09,0.41,4.42,1.62,12,1.92,0.59,2.21,2.6,72.7,4.04,25.2,40.5,13.1,0.44,0.88,66.7,50.5,159,6.7,2.36,0.06,50.5,48.5,0.15,10,2.6,1.62,0.68,0.56,7.82,1.91
1819,Marko Rog,MF,Sevilla,La Liga,357,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04,0.5,0,28.1,2.27,0,84.7,137.5,1,3,1,0.25,2.75,3.5,32,1.5,1,4.5,1.25,64.3,1.75,14,41,14.3,0.5,2.5,70,43.5,141.5,4,1.75,0,46,38.8,0,12.3,1,0.5,3.5,2.75,14.8,4
1819,Marko Rog,MF,Napoli,Serie A,333,0.27,0,0.27,0.27,0.27,0.08,0.04,0.13,0.08,0.13,1.62,0.54,24.9,1.35,0,92,160.3,0.27,3.51,0.27,0,2.43,3.78,28.1,2.7,0.81,4.59,0.27,64.6,0.54,11.4,45.9,12.7,0.81,2.97,54.5,51.9,97,2.97,1.62,0,48.6,44.1,0,10,0,0,3.24,2.43,10.3,1.35
1819,Rogério,DF,Sassuolo,Serie A,2672,0.03,0.07,0.1,0.03,0.1,0.07,0.06,0.14,0.07,0.14,0.44,0.17,18.2,1.18,0.1,79.5,301.4,0.67,2.49,0.81,0.51,3.16,1.95,15.3,2.26,0.81,2.76,2.86,69.5,3.54,21.8,33.2,19,1.35,1.35,70,45.2,118.2,5.29,1.75,0.4,46.7,41.8,0,8.65,1.45,2.69,0.94,0.94,8.65,1.81
1819,Marcos Rojo,DF,Manchester Utd,Premier League,212,0,0,0,0,0,0.11,0,0.11,0.11,0.11,2.5,1.25,25.7,1.7,0.85,72.3,345.8,0,4.58,0.42,0,3.33,2.08,14.6,2.92,1.67,3.75,3.75,69.2,5.83,22.5,41.7,8.75,1.25,0.42,100,42.5,121.3,7.92,1.25,0,46.3,45.8,0,13.8,1.67,0.83,1.25,0.42,7.92,1.25
1819,Diego Rolán,MF,Leganés,La Liga,215,0,0,0,0,0,0.03,0.12,0.15,0.03,0.15,2.42,0.61,9.5,3.35,0,72.3,112.9,0.83,0.83,1.25,0.83,1.25,2.5,17.5,1.67,0.83,3.33,0.42,56.3,2.08,11.3,27.9,21.7,2.08,5.42,69.2,42.1,108.8,5.42,3.33,0,42.9,32.1,0,7.58,0.3,1.21,1.67,3.33,14.6,1.25
1819,Diego Rolán,FW,Alavés,La Liga,298,0,0,0,0,0,0.18,0.04,0.21,0.18,0.21,0.83,0,17.7,2.11,0.3,82,63.6,0.61,0.61,0.91,0.61,1.52,1.21,29.1,0,1.52,2.73,0.91,42.4,1.21,6.06,25.2,15.2,3.94,3.33,45.5,28.2,80.9,4.24,1.21,0,44.2,29.7,0,8.75,0,2.08,1.82,2.73,6.97,3.94
1819,Rolando,DF,Marseille,Ligue 1,804,0,0,0,0,0,0.08,0,0.08,0.08,0.08,0.79,0.11,8.7,0.34,0.11,86.7,262.1,0.11,1.24,0.11,0,0.45,1.8,6.74,1.35,0.45,2.25,4.49,56,5.62,34,23,2.36,1.46,0.22,50,35.2,101.1,1.24,0.34,0,37.3,36.3,0,6.29,0.79,0,0.9,0.22,10.2,3.37
