player,position,team,league,mins,goals,assists,goals_assists,npg,npg_assists,xg,xa,xg_xa,npxg,npxg_xa,shots,shots_on_target,shot_distance,sca,gca,pass_percent,prog_pass_dist,key_passes,pass_final_third,ppa,cross_pa,prog_pass,tackles,pressures,blocks,interceptions,tkl_int,clearances,touches,dribble_att,dribble_success,prog_carry_dist
Nicolas Isimat-Mirin,DF,Toulouse,Ligue 1,1260,0.07,0,0.07,0.07,0.07,0.03,0.01,0.03,0.03,0.03,0.21,0.21,8.2,0.14,0,85.7,190.1,0.14,1,0.29,0.07,0.93,1.64,9.86,2.07,1.14,2.79,7.79,48.4,0.07,100,71
Jakub Iskra,DF,SPAL,Serie A,78,0,0,0,0,0,0.03,0,0.03,0.03,0.03,1.11,0,14.4,1.15,0,86,304.4,0,3.33,1.11,1.11,3.33,0,4.44,0,0,0,3.33,63.3,2.22,100,181.1
Gian-Luca Itter,DFMF,Freiburg,Bundesliga,35,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,92.6,365,0,5,5,5,12.5,2.5,20,0,5,7.5,2.5,72.5,5,100,287.5
Ander Iturraspe,MF,Espanyol,La Liga,242,0,0,0,0,0,0,0,0,0,0,0,0,,1.12,0,75.7,94.8,0,1.48,0,0,1.85,0,15.9,0.74,0.37,0.37,2.22,30.4,0,,25.2
Alex Iwobi,MFFW,Everton,Premier League,1596,0.06,0,0.06,0.06,0.06,0.13,0.13,0.26,0.13,0.26,1.3,0.51,17,2.48,0.11,75.2,166.2,1.24,3.22,1.81,0.51,5.03,1.53,20.8,1.13,0.56,2.09,0.73,44.5,2.26,67.5,145.1
Armando Izzo,DF,Torino,Serie A,2686,0.03,0,0.03,0.03,0.03,0.04,0.03,0.08,0.04,0.08,0.4,0.13,10.7,1.11,0.03,80.1,261.7,0.5,2.45,0.57,0.23,2.42,1.64,10.9,2.25,1.44,3.09,5.4,58.1,0.47,78.6,114.2
Jacobo,DF,Celta Vigo,La Liga,83,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,68.4,170,0,2.22,0,0,1.11,3.33,21.1,0,2.22,5.56,1.11,54.4,1.11,0,135.6
Phil Jagielka,DF,Sheffield Utd,Premier League,244,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,80.8,129.3,0,0.74,0.37,0.37,1.11,2.22,9.63,3.33,0.74,2.96,10,43.3,0,,17
Filip Jagiełło,MF,Genoa,Serie A,553,0,0.33,0.33,0,0.33,0.04,0.14,0.18,0.04,0.18,0.82,0.16,19.6,3.09,0.65,85.1,166.9,1.97,4.26,0.98,0.33,3.11,1.15,14.9,0.98,0.33,1.48,1.15,58.7,1.31,62.5,113.3
Alireza Jahanbakhsh,FWMF,Brighton,Premier League,311,0.58,0,0.58,0.58,0.58,0.15,0.01,0.16,0.15,0.16,3.14,0.57,19.4,2.32,0.29,60,107.7,0.57,0.57,0.86,0.29,2.29,2,14.6,1.43,0,2,1.14,55.4,3.71,53.8,114.9
Mato Jajalo,MF,Udinese,Serie A,1649,0,0,0,0,0,0.02,0.04,0.05,0.02,0.05,0.93,0.38,27.2,2.29,0.05,81.9,232.5,0.66,4.48,0.49,0.11,3.88,2.57,20.1,1.8,0.77,3.33,1.58,67,2.3,66.7,142.8
Ismail Jakobs,FWDF,Köln,Bundesliga,1672,0.11,0.11,0.22,0.11,0.22,0.13,0.06,0.19,0.13,0.19,0.97,0.48,18.3,1.4,0.16,66,109.2,0.59,0.86,0.86,0.48,1.61,2.85,21.8,1.83,0.7,3.55,2.53,44.7,1.02,47.4,68.5
Christophe Jallet,DF,Amiens,Ligue 1,855,0.11,0.11,0.21,0.11,0.21,0.02,0.07,0.09,0.02,0.09,0.42,0.11,27.4,1.26,0.11,77.9,391.6,1.16,3.89,1.47,0.84,5.79,2.95,18.5,2.42,1.37,4.32,3.58,69.7,0.84,75,91.6
Daniel James,FW,Manchester Utd,Premier League,2287,0.12,0.24,0.35,0.12,0.35,0.14,0.16,0.3,0.14,0.3,1.65,0.75,16.8,2.52,0.31,73,84.4,1.02,1.34,1.14,0.35,2.36,0.98,22.4,1.46,0.16,1.14,0.39,42.7,2.48,44.4,199
Matty James,MF,Leicester City,Premier League,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,210,0,0,0,0,10,0,20,0,0,0,0,60,0,,50
Reece James,DF,Chelsea,Premier League,1515,0,0.12,0.12,0,0.12,0.04,0.19,0.24,0.04,0.24,1.07,0.18,20.2,2.85,0.24,83.2,342,1.43,3.45,1.85,0.77,4.88,2.5,16.1,2.74,0.83,3.33,2.32,88.3,2.26,73.7,146
Marko Janković,MFDF,SPAL,Serie A,115,0,0,0,0,0,0.07,0.2,0.27,0.07,0.27,0.77,0,14,1.57,0,76.3,106.9,0.77,3.08,0.77,0.77,3.08,2.31,30,3.08,0,2.31,0.77,59.2,2.31,66.7,112.3
Jakub Jankto,MF,Sampdoria,Serie A,2095,0.09,0.17,0.26,0.09,0.26,0.12,0.19,0.31,0.12,0.31,1.76,0.39,18.7,2.88,0.3,71.1,120.3,1.93,1.55,1.2,0.47,2.4,1.2,18.6,1.93,0.77,1.97,0.99,42.9,1.12,46.2,105.7
Daryl Janmaat,DF,Watford,Premier League,607,0,0.15,0.15,0,0.15,0.04,0.07,0.11,0.04,0.11,0.6,0,17.7,2.08,0.15,75.4,253.7,1.04,3.43,1.49,0.75,4.93,2.39,20.4,2.09,1.04,3.43,3.73,61,1.79,75,114.8
Laurent Jans,DF,Paderborn 07,Bundesliga,1571,0,0.06,0.06,0,0.06,0.01,0.04,0.06,0.01,0.06,0.46,0,24.9,1.26,0.06,75.1,344.7,0.57,2.63,0.63,0.34,4,2.4,15.5,1.77,0.91,3.31,3.03,59.1,0.74,69.2,120.2
Tony Jantschke,DF,M'Gladbach,Bundesliga,1012,0,0,0,0,0,0.04,0.08,0.13,0.04,0.13,0.36,0,10.5,1.07,0,83.3,405.6,0.71,3.66,0.63,0.18,4.91,3.48,11.5,2.77,1.7,5.18,5.63,71.6,0.09,100,102.1
Adnan Januzaj,FWMF,Real Sociedad,La Liga,1167,0.23,0.23,0.46,0.23,0.46,0.11,0.19,0.3,0.11,0.3,1.92,0.62,20.5,4.32,0.54,65.1,157.8,1.69,2,1.92,0.31,4.15,0.69,13.4,0.77,0.54,1.23,0.31,54.1,5,52.3,179.5
Rune Jarstein,GK,Hertha BSC,Bundesliga,2547,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0.25,0,65.3,608.7,0.04,0.46,0,0,0,0,0.07,0,0,0,0.04,37.8,0.04,100,63.6
Jason,MF,Getafe,La Liga,1175,0.08,0.31,0.38,0.08,0.38,0.12,0.17,0.29,0.12,0.29,2.06,0.61,23.2,3.14,0.54,58,131.6,2.06,1.83,1.22,0.61,2.98,2.37,19.5,1.76,0.92,3.28,0.84,46.6,3.82,40,86.5
Dennis Jastrzembski,DFMF,Paderborn 07,Bundesliga,177,0,0,0,0,0,0.09,0.11,0.2,0.09,0.2,1,0.5,17.3,1.53,0.51,71.7,90.5,1,0.5,1,0.5,1,1.5,19.5,4,0.5,2,0,40.5,1.5,33.3,129
Corentin Jean,DF,Toulouse,Ligue 1,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,55.6,220,0,0,0,0,0,0,30,0,0,0,10,120,10,0,530
Benjamin Jeannot,MF,Dijon,Ligue 1,167,0,0,0,0,0,0.14,0,0.14,0.14,0.14,2.63,1.58,21.3,3.23,0,79.4,127.4,0,2.63,1.05,0,2.63,0.53,21.6,0.53,2.11,2.63,2.11,47.4,0,,53.7
Tin Jedvaj,DF,Augsburg,Bundesliga,2638,0.07,0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,0.44,0.17,12.5,0.58,0.03,76.5,217.8,0.2,1.64,0.17,0.03,2.15,1.6,10.3,2.29,0.85,2.46,6.18,50.2,0.34,60,71.7
Jemerson,DFMF,Monaco,Ligue 1,1056,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,,0.43,0,85.7,321.5,0.17,3.59,0.17,0.09,3.68,2.56,14.5,0.94,0.94,3.5,3.33,62.9,0.09,100,132.1
Fredrik Jensen,FWMF,Augsburg,Bundesliga,457,0.2,0,0.2,0.2,0.2,0.07,0.01,0.08,0.07,0.08,1.18,0.59,22.2,1.58,0.39,64.8,52.7,0.2,0.59,0.59,0,1.76,0.2,31.8,1.76,0.2,0.39,0.59,25.5,1.96,50,55.7
Jesé,FW,Paris S-G,Ligue 1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0
Gabriel Jesus,FW,Manchester City,Premier League,2030,0.62,0.31,0.93,0.62,0.93,0.82,0.17,0.99,0.79,0.95,4.51,1.9,10.7,3.15,0.58,87.5,39.9,1.33,0.93,0.62,0.04,1.11,1.11,18.5,1.37,0.53,1.64,0.31,40.5,3.23,69.9,71.6
Juan Jesus,DF,Roma,Serie A,139,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,89.2,328,0,0.67,0,0,0.67,2.67,14.7,2.67,0.67,3.33,2,56.7,0,,62
Raúl Jiménez,FW,Wolves,Premier League,3236,0.47,0.17,0.64,0.36,0.53,0.41,0.15,0.56,0.33,0.48,3.17,1.08,14.7,2.42,0.33,72.5,75.6,1.17,1.75,0.67,0.11,2.19,0.81,16.3,0.89,0.44,1.25,0.86,41.4,3.06,68.2,102
Joaquín,MFFW,Betis,La Liga,2060,0.35,0.13,0.48,0.26,0.39,0.24,0.24,0.48,0.14,0.38,1.4,0.48,18.9,4.76,0.44,80.4,199.1,2.66,1.7,2.45,0.57,4.8,0.74,9.65,1.57,0.7,1.44,0.83,60.2,3.58,70.7,172
Joelinton,FW,Newcastle Utd,Premier League,2683,0.07,0.07,0.13,0.07,0.13,0.16,0.08,0.24,0.16,0.24,1.74,0.5,13.8,1.95,0.1,79.9,57.1,0.94,1.44,0.4,0.07,1.58,1.01,20,1.11,0.37,1.38,0.94,41.1,2.48,64.9,75.8
Ben Johnson,DF,West Ham,Premier League,270,0,0,0,0,0,0,0.05,0.06,0,0.06,0.33,0,28.3,1.67,0.67,68.9,320,0.67,4.67,1.33,1,5.67,2.67,12,2.67,1.33,4,5.33,65.3,0.33,100,66.3
Fabian Johnson,MFDF,M'Gladbach,Bundesliga,271,0,0,0,0,0,0,0.05,0.05,0,0.05,0,0,,0.66,0,76.7,171.3,0.33,1.33,0.33,0,3.33,1.33,21,1.67,0,1.33,0.33,45.3,1,33.3,76.3
Curtis Jones,MF,Liverpool,Premier League,126,0.71,0,0.71,0.71,0.71,0.63,0,0.63,0.63,0.63,4.29,1.43,16.7,2.14,0.71,86.7,322.9,0,7.86,2.14,0,8.57,2.14,19.3,2.14,2.14,4.29,0.71,104.3,2.86,100,247.9
Phil Jones,DF,Manchester Utd,Premier League,135,0,0,0,0,0,0.11,0,0.11,0.11,0.11,1.33,0.67,10,0,0,88.8,265.3,0,4,0,0,0.67,2.67,12,0.67,1.33,4,12.7,77.3,0,,174.7
Frenkie de Jong,MF,Barcelona,La Liga,2115,0.09,0.09,0.17,0.09,0.17,0.04,0.1,0.14,0.04,0.14,0.17,0.17,11.7,2.21,0.38,92.5,256.8,0.98,6.55,0.89,0.09,4.6,1.28,13.3,1.02,0.64,1.91,0.72,78.1,2.26,71.7,218.1
Luuk de Jong,FW,Sevilla,La Liga,2059,0.26,0.04,0.31,0.26,0.31,0.34,0.11,0.44,0.34,0.44,2.4,1.05,10,1.57,0.26,71.6,39.8,0.79,1,0.35,0.04,1.35,0.79,15.7,0.61,0.22,1,1,34.4,0.74,64.7,33.3
Jony,DF,Lazio,Serie A,1177,0,0.08,0.08,0,0.08,0.03,0.09,0.12,0.03,0.12,0.76,0.08,23.2,2.22,0.23,68.9,235.9,1.3,1.45,1.98,1.45,2.14,1.3,13.5,1.98,0.92,2.21,1.07,58.6,1.68,50,124.5
Joan Jordán,MF,Sevilla,La Liga,2254,0.08,0.08,0.16,0.08,0.16,0.06,0.14,0.2,0.06,0.2,1.12,0.24,23.1,2.83,0.28,85.7,267.7,1.44,5.52,1.04,0.48,4.84,2.4,19.8,1.56,0.8,3.2,1.32,80,2.24,76.8,117.3
Bruno Jordão,FW,Wolves,Premier League,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,40,110,0,0,0,0,10,0,0,10,0,0,0,60,0,,270
Jorginho,MF,Chelsea,Premier League,2379,0.15,0.08,0.23,0.04,0.11,0.13,0.09,0.22,0.04,0.13,0.38,0.04,20.5,2.5,0.23,88,345,0.87,9.02,1.14,0.04,7.05,2.61,21,1.55,1.59,4.2,1.29,93.6,0.91,70.8,143.4
Jesse Joronen,GK,Brescia,Serie A,2610,0,0,0,0,0,0,0,0,0,0,0,0,,0.1,0.03,67.5,376.4,0.03,0.31,0,0,0,0,0.1,0,0,0,0.14,33.2,0,,35.3
Willian José,FW,Real Sociedad,La Liga,2011,0.49,0.04,0.54,0.49,0.54,0.47,0.08,0.54,0.47,0.54,2.6,0.85,13.1,2.06,0.22,71.9,51.4,0.81,1.26,0.63,0,1.35,0.13,8.43,0.72,0.04,0.18,0.63,34.3,0.85,47.4,36.3
Joselu,FW,Alavés,La Liga,2782,0.36,0.06,0.42,0.32,0.39,0.34,0.07,0.41,0.32,0.39,2.62,0.91,13,1.94,0.42,54.4,76.2,0.49,2.56,0.42,0.06,2.49,0.81,17.6,1.26,0.32,1.13,1.42,46.4,0.81,48,26
Jota,FWMF,Aston Villa,Premier League,335,0,0.27,0.27,0,0.27,0.06,0.17,0.24,0.06,0.24,1.62,0.27,19.5,2.15,0.27,74.5,168.9,1.35,2.97,1.62,0,5.14,0.81,32.2,0.81,0.54,1.35,1.62,39.2,4.59,47.1,148.6
Diogo Jota,FWMF,Wolves,Premier League,2284,0.28,0.04,0.32,0.28,0.32,0.38,0.15,0.53,0.38,0.53,2.72,1.02,13.7,3.59,0.24,79.1,82,1.26,1.54,0.83,0.24,2.2,1.34,22.5,0.67,0.24,1.57,0.35,49.1,5.24,57.1,230.5
Vukašin Jovanović,DF,Bordeaux,Ligue 1,573,0,0.16,0.16,0,0.16,0,0.06,0.06,0,0.06,0,0,,0.94,0.31,89.2,450.5,0.63,2.66,0.16,0,3.59,3.75,10.5,1.56,1.25,5,3.91,81.1,0.31,100,216.9
Dejan Joveljić,FW,Eint Frankfurt,Bundesliga,150,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,78.6,6.47,0,0,0,0,0,1.76,25.9,0,0,1.76,0.59,23.5,1.18,50,31.8
Stevan Jovetić,FWMF,Monaco,Ligue 1,473,0.38,0,0.38,0.38,0.38,0.34,0.11,0.45,0.34,0.45,4.15,1.7,21,3.23,0.19,66,134.7,0.94,2.45,1.13,0.19,4.15,0.19,13.4,0.94,0.19,0.38,0.57,52.5,4.53,62.5,163.8
Luka Jović,FW,Real Madrid,La Liga,430,0.42,0.21,0.63,0.42,0.63,0.46,0.15,0.61,0.46,0.61,2.5,0.63,12.4,1.47,0.42,82.8,41.7,0.63,1.88,0.21,0,1.04,0.63,14.4,0.42,0.83,1.46,0,36.9,1.46,57.1,36.9
Juanmi,FWMF,Betis,La Liga,264,0.34,0,0.34,0.34,0.34,0.45,0.05,0.49,0.45,0.49,2.41,1.03,13.4,1.02,0.34,80.7,45.5,0.34,0.34,0.69,0.34,0.69,1.72,16.9,0.69,0,1.72,0.69,29,0.69,50,52.4
David Juncà,DF,Celta Vigo,La Liga,258,0,0,0,0,0,0,0,0,0,0,0,0,,1.05,0,75.7,254.8,0,3.45,0.34,0.34,3.45,1.38,11,1.03,0,1.38,2.41,58.6,1.72,60,163.8
Hamed Junior Traorè,MFFW,Sassuolo,Serie A,1570,0.23,0.06,0.29,0.23,0.29,0.27,0.13,0.4,0.27,0.4,2.59,1.32,19,3.78,0.34,77.6,163.3,1.72,3.1,1.49,0.06,3.91,1.84,16.9,1.44,0.57,2.41,0.46,59.3,2.07,72.2,164.8
Lago Junior,MFFW,Mallorca,La Liga,2188,0.16,0,0.16,0.04,0.04,0.22,0.05,0.27,0.12,0.17,1.56,0.33,16.5,1.81,0.08,72.2,87.1,0.78,1.19,0.82,0.33,1.65,1.36,16.4,1.52,0.53,1.89,0.78,44.2,2.76,43.3,163.1
Vinicius Júnior,FWMF,Real Madrid,La Liga,1364,0.2,0.07,0.26,0.2,0.26,0.28,0.15,0.44,0.28,0.44,2.57,1.05,14.4,3.56,0.4,77.4,77.9,1.38,0.99,0.79,0.07,2.37,1.78,19.7,1.25,0.2,1.97,0,50.4,7.17,48.6,293.4
James Justin,DF,Leicester City,Premier League,1012,0,0.09,0.09,0,0.09,0.04,0.1,0.14,0.04,0.14,0.63,0,19.8,2.13,0.18,81.1,323.6,1.16,3.66,1.25,0.63,4.64,3.21,14.2,2.23,0.71,3.93,2.77,84.2,1.52,76.5,150.4
Musa Juwara,FWMF,Bologna,Serie A,153,0.59,0,0.59,0.59,0.59,0.15,0.09,0.24,0.15,0.24,2.94,2.35,17.1,5.29,0,63.8,174.1,2.35,2.94,2.35,0,7.06,1.76,20,1.18,0.59,2.35,0.59,61.8,4.71,75,394.1
Mathias Jørgensen,DF,Düsseldorf,Bundesliga,498,0,0.18,0.18,0,0.18,0,0.03,0.03,0,0.03,0,0,,0.36,0.18,81.9,200.5,0.18,0.73,0,0,0.36,1.45,6.91,2.18,1.27,2.73,5.27,51.3,0,,52.5
Ozan Kabak,DF,Schalke 04,Bundesliga,1777,0.15,0.05,0.2,0.15,0.2,0.07,0,0.08,0.07,0.08,0.61,0.36,9.3,0.46,0.1,83.6,332.1,0.05,3.45,0.05,0,3.4,2.84,11.1,2.34,1.37,4.21,6.85,66.6,1.17,73.9,156.5
Christian Kabasele,DF,Watford,Premier League,2250,0,0.08,0.08,0,0.08,0.04,0.02,0.07,0.04,0.07,0.32,0.04,9.4,0.28,0.08,76.1,165.7,0.12,1.52,0,0,1.36,1.6,9.88,2.2,0.96,2.56,6.84,37.9,0.32,87.5,35.3
Abdoul Kader Bamba,FWMF,Nantes,Ligue 1,1468,0.06,0.18,0.25,0.06,0.25,0.12,0.29,0.4,0.12,0.4,1.17,0.55,20.2,4.35,0.37,79.2,168,2.33,2.02,1.35,0.31,4.05,1.72,18.8,1.47,1.23,2.94,0.31,58.9,6.01,56.1,221.8
Pavel Kadeřábek,DFMF,Hoffenheim,Bundesliga,2474,0.07,0.25,0.33,0.07,0.33,0.08,0.13,0.2,0.08,0.2,0.95,0.33,11.8,2.26,0.29,71.1,239.3,1.31,2.18,1.49,1.09,3.71,1.13,10.3,2.25,0.73,1.85,2.04,59,0.62,41.2,80.4
Florian Kainz,FWMF,Köln,Bundesliga,1561,0.29,0.35,0.63,0.23,0.58,0.2,0.41,0.61,0.15,0.56,2.31,0.87,21.3,4.15,0.4,62.4,247.9,2.77,2.95,2.02,1.04,4.86,1.21,16.8,1.68,0.35,1.56,0.92,54.5,2.72,55.3,138.4
Gaël Kakuta,MFFW,Amiens,Ligue 1,2001,0.09,0.22,0.31,0.09,0.31,0.14,0.11,0.26,0.14,0.26,1.89,0.54,22.3,2.52,0.36,68.2,135.3,1.26,2.43,1.44,0.23,4.28,1.98,24.9,0.81,0.72,2.7,0.36,54.5,3.83,57.6,120
Lovre Kalinić,GK,Toulouse,Ligue 1,305,0,0,0,0,0,0,0,0,0,0,0,0,,0.3,0,47.1,472.6,0,0.29,0,0,0,0,0.29,0,0,0,0,37.9,0,,60.6
Nikola Kalinić,FW,Roma,Serie A,571,0.79,0.16,0.95,0.79,0.95,0.73,0.16,0.89,0.73,0.89,2.86,1.27,8.6,2.05,0.16,76.3,32.4,1.11,0.48,0.48,0,1.11,0,8.25,0.48,0.32,0.32,0.16,30.5,0.32,50,33.7
Salomon Kalou,FWMF,Hertha BSC,Bundesliga,146,0.62,0,0.62,0.62,0.62,0.84,0.12,0.96,0.84,0.96,3.75,1.25,8,0.62,0.62,65.9,117.5,0.63,2.5,1.25,0,2.5,1.88,20.6,2.5,0.63,2.5,1.25,46.9,2.5,25,97.5
Samuel Kalu,FWDF,Bordeaux,Ligue 1,1357,0.07,0.07,0.13,0.07,0.13,0.15,0.12,0.27,0.15,0.27,2.65,0.73,20.5,2.19,0.27,74,107.7,0.6,1.99,0.53,0.2,2.52,2.85,20.1,1.39,1.26,4.11,0.66,51.9,5.83,61.4,184.5
Daichi Kamada,MFFW,Eint Frankfurt,Bundesliga,1969,0.09,0.18,0.27,0.09,0.27,0.26,0.14,0.4,0.26,0.4,2.19,0.87,15.3,4.02,0.55,74.9,120.9,1.78,2.74,0.68,0.14,3.01,1.32,20.9,0.82,0.41,1.74,0.37,48,2.56,66.1,114.7
François Kamano,DFMF,Bordeaux,Ligue 1,648,0.14,0,0.14,0.14,0.14,0.14,0.05,0.19,0.14,0.19,0.69,0.28,17.9,2.22,0.42,79.4,108.8,0.69,1.25,0.42,0.28,2.08,1.94,20.7,1.11,0.69,2.64,0.83,55,3.61,42.3,175.3
Boubacar Kamara,DFMF,Marseille,Ligue 1,2139,0.04,0.08,0.13,0.04,0.13,0.02,0.02,0.04,0.02,0.04,0.63,0.13,24,0.88,0.21,88.3,310.9,0.29,3.28,0.21,0,2.86,3.19,14.9,1.72,0.63,3.82,3.99,65,0.92,63.6,121.8
Hassane Kamara,DFFW,Reims,Ligue 1,1709,0.11,0,0.11,0.11,0.11,0.08,0.03,0.1,0.08,0.1,1.47,0.37,22.1,1.32,0.05,80.7,256.8,0.58,2.63,0.95,0.53,4.05,3.47,16.5,2.11,1.58,5.05,3.37,74.9,2.68,64.7,207.7
Kevin Kampl,MF,RB Leipzig,Bundesliga,675,0.27,0.27,0.53,0.27,0.53,0.07,0.37,0.44,0.07,0.44,0.8,0.4,21.2,2.67,0.27,88.1,235.9,1.33,5.07,1.6,0.27,4.8,2.53,20.1,1.47,1.6,4.13,0.4,77.9,1.6,66.7,147.9
Harry Kane,FW,Tottenham,Premier League,2587,0.63,0.07,0.7,0.56,0.63,0.37,0.08,0.45,0.31,0.39,2.72,1.18,18.8,1.88,0.21,66.6,64.4,0.84,1.67,0.59,0.1,2.16,0.7,15.6,1.08,0.14,0.84,1.05,32.2,2.06,47.5,70.4
Wilfried Kanga,FW,Angers,Ligue 1,68,0,0,0,0,0,0.22,0.1,0.31,0.22,0.31,2.5,0,8.7,2.65,0,70.6,65,2.5,2.5,1.25,0,2.5,0,23.8,0,0,0,0,36.3,1.25,100,67.5
Lee Kangin,MFFW,Valencia,La Liga,454,0.4,0,0.4,0.4,0.4,0.14,0.07,0.21,0.14,0.21,2.2,0.8,21.9,2.58,0.4,78.7,122.6,1.2,2,0.8,0,2.2,0.6,22.6,0.6,0,0.6,0.2,57.6,2.2,81.8,155.8
N'Golo Kanté,MF,Chelsea,Premier League,1732,0.16,0,0.16,0.16,0.16,0.08,0.11,0.19,0.08,0.19,0.94,0.31,19.8,2.75,0.05,85.5,217.1,1.35,5.47,1.46,0.47,5,3.02,22.8,2.24,1.46,4.48,1.82,72.8,2.4,60.9,146.7
Stefanos Kapino,GK,Werder Bremen,Bundesliga,90,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,73.5,546,0,0,0,0,0,0,0,0,0,0,1,37,0,,46
Wilfrid Kaptoum,MF,Betis,La Liga,194,0,0,0,0,0,0.03,0.01,0.05,0.03,0.05,1.36,0,26.1,0.93,0,83.1,92.7,0.45,2.27,0.45,0,1.82,2.73,19.5,1.36,1.36,4.09,2.73,46.4,0.91,100,110.5
Kenan Karaman,FW,Düsseldorf,Bundesliga,1354,0.4,0.07,0.47,0.4,0.47,0.28,0.12,0.4,0.28,0.4,2.07,0.73,15.4,2.73,0.07,66.9,35.1,1.6,0.87,0.47,0.07,0.73,0.53,14.3,0.8,0.13,0.67,0.6,34.9,2.47,64.9,82.7
Yann Karamoh,FWMF,Parma,Serie A,573,0.16,0.16,0.31,0.16,0.31,0.1,0.14,0.24,0.1,0.24,1.72,0.63,18.5,4.08,0.47,71.8,57,1.56,0.78,0.47,0,2.19,1.25,21.4,1.25,0.31,1.56,0.63,38.1,4.06,57.7,99.8
Mamoudou Karamoko,MF,Wolfsburg,Bundesliga,9,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,57.1,260,0,20,0,0,10,0,20,0,0,0,0,80,10,0,30
Florian Kastenmeier,GK,Düsseldorf,Bundesliga,1530,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,,0.24,0,68.7,549.5,0.12,0.59,0,0,0.06,0,0.41,0.06,0,0,0.06,39.8,0.18,100,63.9
Noah Katterbach,DF,Köln,Bundesliga,1316,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,0.21,0.14,23.2,1.44,0.07,70.9,355.4,0.55,2.81,0.68,0.21,4.18,2.26,14.1,1.58,1.51,3.77,2.74,61.7,2.88,73.8,139.2
Moise Kean,FW,Everton,Premier League,852,0.21,0.21,0.42,0.21,0.42,0.44,0.11,0.54,0.44,0.54,3.16,1.37,15.6,3.06,0.21,73.2,35.6,0.84,0.53,0.74,0.21,1.16,0.74,12.5,0.42,0.63,1.37,0.32,28.9,4.63,68.2,101.3
Michael Keane,DF,Everton,Premier League,2559,0.07,0,0.07,0.07,0.07,0.06,0.02,0.09,0.06,0.09,0.46,0.14,6.9,0.35,0.04,84.6,301.1,0.21,2.43,0.11,0,2.5,1.44,6.69,1.83,0.85,2.29,7.32,60.6,0,,101.4
Thilo Kehrer,DF,Paris S-G,Ligue 1,480,0.19,0,0.19,0.19,0.19,0.06,0.06,0.12,0.06,0.12,0.75,0.57,11.1,1.13,0.19,93.5,292.5,0.38,3.58,0.38,0,3.02,1.89,10,0.57,0.38,2.26,0.94,80.8,0.38,0,170.9
Jules Keita,MFFW,Dijon,Ligue 1,158,0,0,0,0,0,0.09,0.17,0.26,0.09,0.26,1.67,0,18.6,1.71,0,77.1,71.7,0.56,2.22,1.11,0,1.67,1.11,14.4,0,1.11,2.22,0.56,37.8,11.1,45,313.3
Naby Keïta,MF,Liverpool,Premier League,815,0.22,0.33,0.55,0.22,0.55,0.17,0.26,0.43,0.17,0.43,1.32,0.77,18.4,3.53,0.55,88.9,262.5,1.65,8.13,1.76,0.22,6.92,2.97,23.4,2.09,1.54,4.51,0.44,86,2.86,76.9,229.2
Yannik Keitel,MF,Freiburg,Bundesliga,174,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11,1.05,0.53,22.8,1.03,0,85.7,124.2,0.53,1.05,0,0,0.53,1.05,21.6,2.11,2.11,3.16,2.11,45.8,2.11,75,100
Lloyd Kelly,DF,Bournemouth,Premier League,639,0,0,0,0,0,0,0.02,0.03,0,0.03,0.14,0,20,0.7,0.14,72.7,192.8,0.28,0.7,0,0,0.7,1.27,10.3,1.55,0.56,1.83,2.39,39.9,0.14,100,52.8
Martin Kelly,DF,Crystal Palace,Premier League,1549,0,0.06,0.06,0,0.06,0.01,0.05,0.06,0.01,0.06,0.17,0,19.8,0.52,0.06,73.7,245.7,0.35,1.51,0.41,0.35,1.57,1.4,10.5,2.91,0.58,1.98,5.93,50.3,0.29,60,52.6
Kenedy,MFDF,Getafe,La Liga,586,0.15,0.46,0.61,0.15,0.61,0.12,0.14,0.26,0.12,0.26,2.15,0.46,19.1,2.76,0.46,66.2,128,1.38,1.23,2,1.23,2,1.69,17.1,1.38,1.69,3.38,1.08,48.5,4.62,63.3,163.4
Jonjoe Kenny,DF,Schalke 04,Bundesliga,2717,0.07,0.1,0.17,0.07,0.17,0.04,0.04,0.07,0.04,0.07,0.36,0.17,20.3,1.06,0.13,75.3,339.3,0.5,3.31,1.09,0.33,5,1.95,13.4,1.89,0.93,2.88,3.05,62.3,0.86,61.5,85.7
