player,position,team,league,mins,goals,assists,goals_assists,npg,npg_assists,xg,xa,xg_xa,npxg,npxg_xa,shots,shots_on_target,shot_distance,sca,gca,pass_percent,prog_pass_dist,key_passes,pass_final_third,ppa,cross_pa,prog_pass,tackles,pressures,blocks,interceptions,tkl_int,clearances,touches,dribble_att,dribble_success,prog_carry_dist
Franck Kessié,MF,Milan,Serie A,2904,0.12,0.03,0.15,0.06,0.09,0.13,0.07,0.2,0.08,0.16,1.15,0.34,17.6,2.23,0.12,89.1,202.6,0.96,4.4,0.93,0.12,4.15,1.61,18.2,1.67,0.56,2.17,1.27,62.8,1.36,70.5,117.9
Saîf-Eddine Khaoui,MFFW,Marseille,Ligue 1,106,0,0,0,0,0,0.2,0.14,0.34,0.2,0.34,4.17,1.67,23.2,2.55,0,69.5,181.7,1.67,0,0.83,0,3.33,2.5,22.5,1.67,0.83,3.33,2.5,68.3,3.33,50,80.8
Wahbi Khazri,FWMF,Saint-Étienne,Ligue 1,1149,0.23,0.16,0.39,0.16,0.31,0.29,0.11,0.4,0.23,0.34,3.52,0.63,23,2.74,0.39,62.7,89.7,1.41,1.95,0.55,0.16,2.27,1.41,19.5,1.02,0.31,1.72,0.08,42.7,3.2,46.3,125.2
Rani Khedira,MF,Augsburg,Bundesliga,2649,0,0.07,0.07,0,0.07,0.02,0.04,0.06,0.02,0.06,0.34,0,18.7,0.85,0.14,72,119.7,0.31,1.77,0.17,0.03,1.56,2.07,19.8,1.8,1.22,3.3,2.35,39.8,0.41,66.7,38.4
Sami Khedira,MF,Juventus,Serie A,681,0,0.13,0.13,0,0.13,0.15,0.07,0.22,0.15,0.22,1.58,0.39,15.5,2.51,0.26,83.3,122.6,0.92,2.24,1.05,0.26,2.5,2.24,17.2,2.63,0.53,2.76,1.45,54.7,0.39,66.7,65.5
Kike,FW,Eibar,La Liga,1767,0.25,0.05,0.31,0.25,0.31,0.3,0.04,0.34,0.3,0.34,2.91,0.92,13.1,1.68,0.15,67.1,37.4,0.46,1.43,0.26,0.05,1.12,0.56,16.5,0.87,0.1,0.66,0.36,39.3,0.92,44.4,41
Luca Kilian,DF,Paderborn 07,Bundesliga,1261,0,0,0,0,0,0,0.01,0.01,0,0.01,0.07,0,8,0.36,0.14,90.7,233.1,0.07,1.93,0.07,0,1.36,2.71,12.1,2.5,0.57,3.29,5.86,61.9,0.29,50,113.4
Max Kilman,DF,Wolves,Premier League,185,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,80,260.5,0,1.9,0,0,4.29,1.9,8.1,0.95,1.43,3.33,8.1,56.2,0.48,100,82.4
Joshua Kimmich,MFDF,Bayern Munich,Bundesliga,2818,0.13,0.22,0.35,0.13,0.35,0.04,0.26,0.31,0.04,0.31,0.89,0.42,23.2,4.09,0.57,85.7,479.5,2.59,8.05,2.04,0.48,7.96,2.01,16.3,1.85,0.67,2.68,1.5,100.6,1.37,62.8,181.2
Presnel Kimpembe,DF,Paris S-G,Ligue 1,1225,0,0,0,0,0,0.03,0,0.03,0.03,0.03,0.44,0.15,12.9,0.51,0,94.8,434.5,0.15,3.01,0,0,3.24,3.01,9.12,1.03,1.32,4.34,2.65,90.2,0.96,92.3,186.5
Joshua King,FWMF,Bournemouth,Premier League,2011,0.27,0.18,0.45,0.13,0.31,0.3,0.17,0.47,0.19,0.36,1.03,0.4,11.8,2.55,0.36,72.7,56.9,1.26,0.9,0.85,0.22,1.75,0.85,22.2,1.21,0.22,1.08,0.49,37,5.47,50.8,157.4
Giorgos Kiriakopoulos,DF,Sassuolo,Serie A,1643,0,0.05,0.05,0,0.05,0.04,0.03,0.07,0.04,0.07,1.09,0.44,24,1.53,0.33,84.4,344.4,0.44,3.06,0.87,0.22,3.83,2.24,14.8,1.64,0.44,2.68,2.02,73.3,2.08,55.3,204.9
Simon Kjær,DF,Atalanta,Serie A,292,0,0,0,0,0,0.02,0,0.02,0.02,0.02,0.31,0.31,7,0.31,0.31,91.6,215.6,0,0.94,0,0,0.94,1.25,15.3,3.44,1.88,3.13,5.94,57.2,0.31,0,57.5
Simon Kjær,DF,Milan,Serie A,1240,0,0,0,0,0,0.03,0,0.03,0.03,0.03,0.43,0.07,8.9,0.15,0,89.1,345.6,0,2.32,0.07,0,2.39,1.81,8.91,2.03,0.8,2.61,4.93,59.6,0,,81.4
Davy Klaassen,MF,Werder Bremen,Bundesliga,2936,0.21,0.15,0.37,0.18,0.34,0.22,0.1,0.32,0.15,0.25,1.26,0.46,18.2,2.54,0.46,77.8,164.4,1.17,2.98,0.77,0.06,3.77,2.06,18.1,2.12,0.83,2.88,1.66,49.8,0.61,65,56.3
Felix Klaus,FWMF,Wolfsburg,Bundesliga,670,0,0.13,0.13,0,0.13,0.22,0.2,0.41,0.22,0.41,2.57,0.81,17.8,2.01,0.27,68.8,83,1.62,1.49,0.81,0.27,2.3,3.11,30.5,1.49,0.27,3.38,0.41,47.8,1.76,46.2,146.1
Ragnar Klavan,DF,Cagliari,Serie A,2354,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,0.15,0.04,18.4,0.27,0,90.6,280.2,0.19,2.29,0.11,0,2.29,1.41,9.2,1.64,0.61,2.02,5.57,55,0.27,71.4,130.1
Timm Klose,DF,Norwich City,Premier League,585,0,0,0,0,0,0.06,0,0.06,0.06,0.06,0.46,0,10,0.31,0,85.1,278.3,0,1.38,0.15,0,2.31,1.38,8.15,1.69,0.31,1.69,4.62,69.5,0.31,0,103.8
Lukas Klostermann,DF,RB Leipzig,Bundesliga,2643,0.1,0.03,0.14,0.1,0.14,0.1,0.06,0.16,0.1,0.16,0.41,0.2,10.6,1.26,0.14,86.1,320.2,0.48,3.64,0.44,0.14,4.15,1.63,11.7,2.24,0.71,2.35,3.95,71.3,0.78,73.9,135.2
Justin Kluivert,FW,Roma,Serie A,1514,0.24,0.06,0.3,0.24,0.3,0.18,0.06,0.24,0.18,0.24,2.02,0.65,21,3.21,0.3,81.6,79,1.31,1.25,1.13,0.3,1.9,1.13,15.4,1.55,0.36,1.49,0.36,40.4,3.1,53.8,184.6
Lukas Klünter,DF,Hertha BSC,Bundesliga,1878,0,0.1,0.1,0,0.1,0.01,0.09,0.09,0.01,0.09,0.1,0,20.2,1.2,0.34,69.5,224.8,0.62,1.67,0.67,0.38,1.96,2.3,13.5,1.87,0.81,3.11,4.11,50.8,1.63,47.1,91.1
Robin Knoche,DF,Wolfsburg,Bundesliga,1594,0.06,0,0.06,0.06,0.06,0.03,0.01,0.03,0.03,0.03,0.23,0.11,8.4,0.79,0,84.4,333,0.11,3.5,0.34,0.11,5.03,2.26,10.7,2.26,1.41,3.67,6.61,65.5,0.45,87.5,144.7
Robin Koch,DFMF,Freiburg,Bundesliga,2705,0.03,0,0.03,0.03,0.03,0.09,0.05,0.14,0.09,0.14,1.06,0.3,12.2,1.03,0,85.5,296,0.43,2.56,0.43,0.13,2.76,1.36,8.97,1.43,0.6,1.96,5.15,59.4,0.27,62.5,143.2
Giorgi Kochorashvili,MF,Levante,La Liga,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,1,0,0,0,0,1,0,,0
Jonathan Kodjia,FWMF,Aston Villa,Premier League,117,0,0,0,0,0,0.04,0,0.04,0.04,0.04,1.54,0,19.6,2.31,0,63.3,6.15,0,0.77,0,0,0,0,25.4,1.54,0,0,1.54,37.7,1.54,100,76.2
Kenan Kodro,FWMF,Athletic Club,La Liga,364,0.25,0,0.25,0.25,0.25,0.05,0,0.05,0.05,0.05,1,0.5,24.9,0.99,0,64,25.3,0.25,1,0,0,0.25,0.25,22,0.5,0.25,0.5,0.75,29.8,0.75,100,22.8
Dominik Kohr,MF,Eint Frankfurt,Bundesliga,1445,0,0.19,0.19,0,0.19,0.08,0.07,0.15,0.08,0.15,1.68,0.68,21.7,2.49,0.31,80.6,180.7,0.93,3.98,0.81,0.12,5.03,3.6,22.2,2.92,1.12,4.72,1.18,61.6,1.99,65.6,100.6
Koke,MF,Atlético Madrid,La Liga,2698,0.13,0.17,0.3,0.13,0.3,0.08,0.18,0.26,0.08,0.26,0.77,0.3,16.9,3.14,0.27,82,202.5,1.9,3.97,0.77,0.17,3.87,2.63,16.1,1.7,0.73,3.37,1.03,68.5,0.97,65.5,69.5
Aleksandar Kolarov,DF,Roma,Serie A,2732,0.23,0.1,0.33,0.16,0.26,0.23,0.16,0.39,0.13,0.29,2.27,0.53,24.2,3.43,0.23,78.8,313,1.84,2.63,1.35,0.53,4.61,1.35,8.62,1.18,0.59,1.94,2.34,70,1.02,71,163.7
Sead Kolašinac,DF,Arsenal,Premier League,1701,0,0.11,0.11,0,0.11,0.04,0.06,0.09,0.04,0.09,0.21,0,12.5,0.95,0.11,84.3,234.3,0.48,2.75,0.79,0.26,3.39,1.85,12.2,1.22,0.79,2.65,2.38,62.5,0.95,77.8,125
Timothée Kolodziejczak,DF,Saint-Étienne,Ligue 1,1305,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,0.21,0.07,14.5,0.9,0.07,78.1,286.3,0.55,2.41,0.28,0.14,4.07,1.17,10.9,1.79,1.66,2.83,4.14,59.8,0.41,66.7,133.8
Ghislain Konan,DF,Reims,Ligue 1,1333,0,0.07,0.07,0,0.07,0,0.07,0.07,0,0.07,0.14,0,28.6,2.16,0.2,79.3,362.6,1.01,3.72,0.88,0.41,5.47,2.77,12.4,1.49,1.76,4.53,3.99,75.5,4.32,60.9,199.5
Ibrahima Konaté,DF,RB Leipzig,Bundesliga,569,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03,0.16,0,6.3,0.47,0,88.6,253.5,0.32,2.86,0.63,0.16,2.06,2.06,8.89,1.43,0.79,2.86,6.83,65.7,0.79,80,159.5
Moussa Konaté,FW,Amiens,Ligue 1,614,0.29,0,0.29,0.29,0.29,0.28,0.01,0.29,0.14,0.16,1.62,0.88,11.9,1.47,0.15,73.7,29.1,0.44,1.03,0.15,0,1.18,0.74,20.4,0.59,0,0.74,0.15,28.2,1.47,60,31.5
Geoffrey Kondogbia,MF,Valencia,La Liga,1807,0.05,0.05,0.1,0.05,0.1,0.05,0.01,0.06,0.05,0.06,0.85,0.2,22.8,0.9,0.05,84.8,210.5,0.3,4.28,0.2,0,3.83,3.28,22.9,2.04,1.19,4.48,2.94,67.9,0.95,84.2,129.8
Kouadio Koné,MF,Toulouse,Ligue 1,875,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,0.93,0.1,27.4,1.54,0.21,82.8,142.1,0.52,2.37,0,0,2.47,3.4,30.8,1.96,2.06,5.46,1.34,53.6,1.55,80,116.5
Lamine Koné,DF,Strasbourg,Ligue 1,1473,0.06,0,0.06,0.06,0.06,0.03,0.02,0.06,0.03,0.06,0.49,0.12,9.8,0.37,0,81.8,263.2,0.24,2.56,0.3,0.18,2.93,1.95,9.51,1.28,1.22,3.17,3.41,53.5,0.43,85.7,130.1
Moussa Koné,FW,Nîmes,Ligue 1,140,1.29,0,1.29,1.29,1.29,0.78,0.09,0.87,0.78,0.87,4.38,1.88,12.6,3.21,0,81.8,21.3,0.63,1.25,0,0,0,1.25,15,1.25,0.63,1.88,0,26.9,1.25,50,77.5
Youssouf Koné,DF,Lyon,Ligue 1,818,0,0,0,0,0,0,0.07,0.08,0,0.08,0.33,0,32.1,1.76,0,86.6,367.5,1.1,2.97,0.55,0.22,5.38,2.64,8.9,0.88,0.66,3.3,2.42,80.2,2.86,65.4,177.7
Ezri Konsa,DF,Aston Villa,Premier League,2039,0.04,0.09,0.13,0.04,0.13,0.07,0.02,0.09,0.07,0.09,0.48,0.18,11.7,0.66,0.09,79,217.2,0.4,1.98,0.22,0.09,1.94,1.19,8.5,2.42,0.62,1.81,3.66,47,0.48,63.6,61
Pascal Köpke,FW,Hertha BSC,Bundesliga,121,0,0,0,0,0,0.53,0.03,0.56,0.53,0.56,4.62,2.31,11.7,2.23,0,69.4,50.8,0.77,0,0,0,0.77,0,26.2,1.54,0,0,0,43.8,0.77,100,68.5
Laurent Koscielny,DF,Bordeaux,Ligue 1,2183,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,0.12,0.04,6.7,0.54,0.04,89.5,405.2,0.16,2.14,0.08,0,2.3,1.11,6.95,2.02,0.66,1.77,5.76,66,0.08,50,125.6
Filip Kostić,DFMF,Eint Frankfurt,Bundesliga,2958,0.12,0.33,0.46,0.12,0.46,0.18,0.28,0.47,0.18,0.47,2.61,0.82,22.4,4.29,0.61,59.8,247.5,2.4,2.16,1.85,1.25,3.56,2.16,17,1.91,0.46,2.61,0.46,62.7,4.29,61,215.2
Christian Kouamé,FW,Fiorentina,Serie A,301,0.3,0.3,0.6,0.3,0.6,0.46,0.07,0.53,0.46,0.53,3.33,0.91,12.3,3.59,0.6,72.1,71.2,1.52,1.82,0.61,0.3,2.42,0.61,14.5,1.82,1.21,1.82,0.3,50.9,5.45,55.6,125.2
Christian Kouamé,FW,Genoa,Serie A,915,0.49,0.2,0.69,0.49,0.69,0.17,0.1,0.27,0.17,0.27,2.16,0.88,16.2,2.85,0.59,75.2,48.7,1.37,0.98,0.78,0.1,1.86,0.49,15.8,1.18,0.1,0.59,0.98,37.4,2.16,45.5,70.4
Nianzou Kouassi,DFMF,Paris S-G,Ligue 1,452,0.4,0,0.4,0.4,0.4,0.08,0.05,0.12,0.08,0.12,0.4,0.4,4.5,0.8,0,92,379.4,0.6,4.2,0,0,4.8,1,10,1.2,0.6,1.6,1,73.6,0.4,100,141.2
Tomáš Koubek,GK,Augsburg,Bundesliga,2160,0,0,0,0,0,0,0,0,0,0,0,0,,0.08,0,59.5,437.8,0.04,0.42,0,0,0,0,0.29,0.04,0.04,0.04,0.17,39.2,0.04,100,52.1
Kalidou Koulibaly,DF,Napoli,Serie A,2105,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,0.64,0.17,12.2,0.9,0.04,92.1,495.9,0.38,6.2,0.38,0.04,4.49,2.61,10.6,1.71,0.73,3.33,3.93,80.5,0.77,66.7,198.1
Efthimis Koulouris,FW,Toulouse,Ligue 1,1541,0.23,0.12,0.35,0.23,0.35,0.27,0.07,0.34,0.27,0.34,2.34,0.88,14.4,1.87,0.23,73,45.4,1.05,0.94,0.53,0.18,1.17,0.58,12.8,0.88,0.23,0.82,0.53,39.2,1.11,52.6,44.6
Jules Koundé,DF,Sevilla,La Liga,2309,0.04,0.04,0.08,0.04,0.08,0.07,0.02,0.09,0.07,0.09,0.86,0.19,11.6,0.55,0.12,86.3,327.5,0.12,2.8,0.08,0.08,2.72,0.93,7.28,1.09,0.47,1.4,5.68,67.9,0.89,82.6,120.5
Leonardo Koutris,DF,Mallorca,La Liga,93,0,0,0,0,0,0,0.18,0.18,0,0.18,0,0,,3.87,0,73.2,385,1,1,2,1,3,1,15,2,0,1,6,67,0,,31
Cheikhou Kouyaté,MFDF,Crystal Palace,Premier League,2528,0.04,0.04,0.07,0.04,0.07,0.06,0.03,0.09,0.06,0.09,0.82,0.18,11.2,0.57,0.04,75.9,115.7,0.28,1.39,0.28,0.04,1.92,2.49,14.9,2.14,0.64,3.13,2.81,43.1,1.25,51.4,59
Mateo Kovačić,MF,Chelsea,Premier League,2073,0.04,0.13,0.17,0.04,0.17,0.06,0.08,0.14,0.06,0.14,0.91,0.22,19.3,2.78,0.3,90.2,345.6,1.26,7.65,1.13,0.09,7.22,3.48,23.2,1.22,0.52,4,0.74,90.7,3.35,76.6,214.1
Dawid Kownacki,FWMF,Düsseldorf,Bundesliga,1093,0,0,0,0,0,0.16,0.05,0.21,0.16,0.21,2.23,0.91,15.6,2.8,0.16,68.8,59.3,0.91,0.83,0.91,0.25,1.65,1.32,18.7,1.49,0.91,2.23,0.99,41.1,4.88,54.2,121.1
İsmail Köybaşı,DFFW,Granada,La Liga,231,0,0,0,0,0,0.01,0.07,0.08,0.01,0.08,0.38,0,32.1,1.95,0,67.9,208.1,0.38,3.08,0.77,0.77,3.46,3.08,19.6,1.15,0.38,3.46,2.69,43.8,1.92,40,53.8
Thomas Kraft,GK,Hertha BSC,Bundesliga,360,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,60.5,589,0,0.5,0,0,0,0,0,0,0,0,0,34,0,,66.8
Emil Krafth,DF,Newcastle Utd,Premier League,1020,0,0.09,0.09,0,0.09,0.02,0.03,0.06,0.02,0.06,0.35,0,13.2,0.35,0.09,73,235.8,0.09,1.95,0.27,0.18,2.39,1.77,11.9,1.77,0.53,2.3,3.54,47.8,0.53,100,71.4
Andrej Kramarić,FWMF,Hoffenheim,Bundesliga,1422,0.76,0.13,0.89,0.63,0.76,0.59,0.2,0.8,0.49,0.7,2.53,1.27,13.7,3.23,0.63,80.3,92.1,1.46,1.65,1.46,0.13,2.97,0.19,14.5,1.14,0.13,0.32,0.57,45.5,2.28,72.2,134.7
Christoph Kramer,MF,M'Gladbach,Bundesliga,1464,0,0,0,0,0,0.03,0.03,0.05,0.03,0.05,0.61,0,22.3,1.41,0.18,85.1,216.7,0.43,3.37,0.61,0.06,3.56,2.64,23.7,1.72,0.67,3.31,1.72,67.4,1.23,85,93.1
Tom Krauß,MF,RB Leipzig,Bundesliga,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,100,36,0,0,0,0,0,1,4,1,0,1,0,7,0,,0
Ladislav Krejčí,DF,Bologna,Serie A,1051,0.09,0,0.09,0.09,0.09,0.03,0.04,0.07,0.03,0.07,0.26,0.09,10.8,2.31,0.09,82.4,323.9,0.85,4.02,1.71,0.51,5.81,1.54,15.9,2.05,0.94,2.48,1.88,63.6,1.03,66.7,149.5
Rene Krhin,DFMF,Nantes,Ligue 1,327,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0.28,0,7.8,0.28,0.28,87.8,161.9,0,0.28,0,0,1.11,1.11,8.89,1.11,1.67,2.78,6.11,54.2,0,,37.5
Felix Kroos,MF,Union Berlin,Bundesliga,378,0,0,0,0,0,0.11,0.06,0.17,0.11,0.17,1.19,0.71,23.5,1.9,0,81.1,188.8,0.24,3.1,0.24,0,3.81,5,25.2,2.14,0.48,5.48,3.81,52.4,0,,32.1
Toni Kroos,MF,Real Madrid,La Liga,2652,0.14,0.17,0.31,0.14,0.31,0.09,0.14,0.23,0.09,0.23,1.93,0.61,22.4,3.56,0.24,88.9,398.3,2.14,8.61,1.25,0.24,6.27,1.93,20.1,1.22,0.41,2.34,0.44,92.7,0.92,81.5,159.8
Tim Krul,GK,Norwich City,Premier League,3240,0,0,0,0,0,0,0,0,0,0,0,0,,0.06,0.03,67.5,534,0,0.31,0,0,0.06,0,0.19,0,0,0,0.03,46.1,0.03,0,54.4
Rade Krunić,MF,Milan,Serie A,537,0,0.17,0.17,0,0.17,0.07,0.18,0.25,0.07,0.25,1,0.33,17.8,3.52,0.34,83.5,156.7,1.5,1.67,1,0.17,4.5,2.83,19.3,1.17,0.83,3.67,0.33,51.2,2.17,61.5,94
Lukas Kübler,DF,Freiburg,Bundesliga,209,0,0,0,0,0,0.03,0,0.03,0.03,0.03,0.87,0.43,23.9,0.43,0.43,80.2,323,0,4.35,0.43,0,3.91,0,10.9,1.3,1.74,1.74,3.04,47.8,2.17,100,126.1
Takefusa Kubo,MFFW,Mallorca,La Liga,2312,0.16,0.16,0.31,0.16,0.31,0.11,0.11,0.22,0.11,0.22,2.1,0.97,19.7,3.54,0.7,70.5,99.8,1.32,1.56,1.28,0.31,3,1.36,19.1,1.25,0.74,2.1,0.43,45.2,4.67,60,195
Juraj Kucka,MFFW,Parma,Serie A,1932,0.28,0.14,0.42,0.19,0.33,0.22,0.09,0.3,0.15,0.23,2.09,0.47,20.2,2.19,0.47,69.7,135.6,0.88,1.86,0.51,0.09,2.6,2.37,20.7,1.67,0.7,3.07,1.86,48.8,2.88,67.7,84.2
Dejan Kulusevski,FWMF,Parma,Serie A,2930,0.31,0.25,0.55,0.28,0.52,0.21,0.28,0.48,0.18,0.46,1.81,0.74,16.8,4.27,0.49,78.2,125.2,2.33,2.06,1.47,0.28,3.74,1.17,22.3,1.1,0.64,1.81,0.4,50.5,4.6,56,224.9
Marash Kumbulla,DF,Hellas Verona,Serie A,1950,0.05,0,0.05,0.05,0.05,0.08,0,0.08,0.08,0.08,0.51,0.23,5.8,0.46,0.09,83.8,238.2,0.09,2.07,0.09,0,2.12,2.63,17,1.84,1.61,4.24,4.84,53.7,0.28,66.7,82.2
Pierre Kunde,MF,Mainz 05,Bundesliga,1866,0.19,0,0.19,0.19,0.19,0.15,0.09,0.24,0.15,0.24,1.84,0.48,23.4,1.5,0.19,77.8,213.9,0.53,4.4,0.72,0.24,4.44,1.88,16.4,1.5,1.06,2.95,3,61.6,2.56,79.2,150.5
Jasmin Kurtić,MF,SPAL,Serie A,1409,0.13,0,0.13,0.13,0.13,0.15,0.13,0.28,0.15,0.28,2.99,0.64,21.9,3.26,0,75.6,166.7,1.53,3.18,1.66,0.83,4.14,1.4,22,1.27,0.57,1.97,1.85,56.1,2.48,69.2,185.3
Jasmin Kurtić,MFFW,Parma,Serie A,1664,0.11,0.05,0.16,0.11,0.16,0.05,0.09,0.14,0.05,0.14,1.3,0.38,25.1,1.89,0.11,84.1,188.9,1.24,2.7,1.03,0.43,3.62,2,18,1.62,0.54,2.54,1.68,52.5,0.54,60,134.1
Layvin Kurzawa,DF,Paris S-G,Ligue 1,858,0.1,0,0.1,0.1,0.1,0.07,0.02,0.09,0.07,0.09,0.63,0.32,9.4,1.26,0.31,90.2,313.1,0.21,3.79,0.84,0.21,3.79,2.32,14.9,2.42,1.47,3.79,2.63,84,1.79,64.7,122.5
Dereck Kutesa,FWMF,Reims,Ligue 1,528,0.17,0,0.17,0.17,0.17,0.04,0.05,0.09,0.04,0.09,0.68,0.34,20.6,1.19,0.34,73.7,91.5,0.68,1.19,1.69,0.34,2.88,1.36,14.2,1.69,0,1.36,0.34,38.5,4.41,53.8,165.1
Ahmed Kutucu,FWMF,Schalke 04,Bundesliga,679,0.4,0.27,0.66,0.4,0.66,0.2,0.16,0.36,0.2,0.36,2,0.67,17.8,2.39,0.53,71.2,52.9,0.93,0.67,0.67,0.27,1.2,1.73,18.5,1.07,0.53,2.27,0.8,38.1,4.4,63.6,107.3
Enock Kwateng,DF,Bordeaux,Ligue 1,983,0,0.09,0.09,0,0.09,0.02,0.03,0.05,0.02,0.05,0.37,0.18,15.3,1.46,0.18,76.8,301.6,0.64,2.39,0.92,0.37,4.22,3.39,13.5,2.75,1.47,4.86,3.3,69.4,1.28,64.3,107.4
Antonino La Gumina,FW,Sampdoria,Serie A,186,0,0,0,0,0,0.14,0.08,0.22,0.14,0.22,1.9,0.95,15,1.94,0,87.1,2.86,0.95,0,0,0,0,0.48,11,0,0,0.48,0.95,24.3,0.95,50,51
Andrea La Mantia,FW,Lecce,Serie A,553,0.33,0,0.33,0.33,0.33,0.58,0.03,0.61,0.58,0.61,3.28,1.31,10.8,1.95,0.16,72.1,31.5,0.66,0.82,0,0,0.98,0.16,12.1,0.82,0.49,0.66,1.97,30.2,0.66,75,19.7
Gaëtan Laborde,FW,Montpellier,Ligue 1,2237,0.24,0.2,0.44,0.24,0.44,0.33,0.1,0.43,0.33,0.43,2.53,0.84,13.6,2.49,0.36,66.4,59.4,1,1.08,0.76,0.12,2.09,0.92,19.1,1.04,0.36,1.29,1.04,40.3,2.93,37,116
Alexandre Lacazette,FW,Arsenal,Premier League,1874,0.48,0.19,0.67,0.48,0.67,0.41,0.15,0.55,0.41,0.55,2.55,1.25,11.9,2.88,0.72,77.6,51.2,1.06,1.35,1.11,0.29,1.44,1.11,22.3,0.63,0.48,1.59,0.67,37.8,2.21,54.3,60.6
Riccardo Ladinetti,MF,Cagliari,Serie A,127,0,0,0,0,0,0,0.08,0.08,0,0.08,0,0,,2.83,0,75.6,210,2.14,5.71,0,0,2.86,1.43,13.6,1.43,1.43,2.86,0.71,59.3,0,,112.1
Alban Lafont,GK,Nantes,Ligue 1,2430,0,0,0,0,0,0,0,0,0,0,0,0,,0.15,0,62.3,466.6,0.07,0.48,0.04,0.04,0,0,0.26,0,0,0,0.04,35.4,0,,33.6
Víctor Laguardia,DF,Alavés,La Liga,2654,0.03,0.07,0.1,0.03,0.1,0.03,0.03,0.06,0.03,0.06,0.27,0.03,14.8,0.54,0.1,75.4,302.6,0.24,2.41,0.24,0.03,1.9,0.85,7.25,1.53,0.58,1.42,6.17,44.6,0.17,60,47.5
Jack Lahne,FW,Amiens,Ligue 1,9,10,0,10,10,10,4.47,0,4.47,4.47,4.47,10,10,5.7,10,10,100,0,0,0,0,0,0,10,20,0,0,10,0,40,0,,80
Konrad Laimer,MF,RB Leipzig,Bundesliga,2115,0.09,0.26,0.34,0.09,0.34,0.04,0.12,0.15,0.04,0.15,0.43,0.26,20.6,2.21,0.77,82.4,238.2,0.6,4.43,0.94,0.09,5.62,4.21,35.4,2.55,0.98,5.19,1.02,67.8,2.17,68.6,137.6
Stefan Lainer,DF,M'Gladbach,Bundesliga,2710,0.03,0.1,0.13,0.03,0.13,0.04,0.13,0.16,0.04,0.16,0.53,0.17,17.6,1.99,0.23,70.7,326.6,1.36,2.82,1.56,0.9,4.42,1.93,16.9,2.06,0.76,2.69,2.66,62.9,2.52,56.6,140.6
Diego Lainez,MFFW,Betis,La Liga,348,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,1.54,0.51,23.4,1.03,0,74.8,79,0.51,0.26,1.28,0.51,2.05,1.79,16.9,2.31,0,1.79,0.26,46.7,6.92,66.7,261
Kenny Lala,DF,Strasbourg,Ligue 1,2043,0.09,0.04,0.13,0,0.04,0.13,0.1,0.23,0.06,0.16,0.7,0.22,22.4,2.25,0.04,75,366.9,1.32,4.05,1.5,0.57,5.37,1.81,15.5,1.19,0.75,2.56,2.69,69.5,2.91,65.2,223.5
Adam Lallana,MFFW,Liverpool,Premier League,382,0.24,0.24,0.47,0.24,0.47,0.25,0.16,0.41,0.25,0.41,1.19,0.24,15.3,2.12,0.24,84.8,188.1,1.19,5.48,0.95,0,4.29,4.76,31.4,3.1,1.43,6.19,0.71,79.3,1.43,33.3,124.8
Érik Lamela,MFFW,Tottenham,Premier League,1215,0.15,0.07,0.22,0.15,0.22,0.2,0.12,0.32,0.2,0.32,2.15,0.59,18.5,3.63,0.67,78.7,105,1.26,2,1.41,0.07,3.11,2,23.3,1.41,0.67,2.67,0.59,57.2,3.33,68.9,190.6
Tariq Lamptey,DF,Chelsea,Premier League,32,0,0,0,0,0,0,0.32,0.32,0,0.32,0,0,,2.81,0,85.7,200,2.5,0,2.5,0,2.5,5,7.5,0,0,5,0,45,0,,140
Tariq Lamptey,DF,Brighton,Premier League,588,0,0.15,0.15,0,0.15,0.01,0.1,0.11,0.01,0.11,0.31,0,24.4,1.53,0.31,73.6,129.5,0.62,1.69,0.92,0.77,2,1.38,14,2,1.38,2.77,2.31,50.2,4.62,76.7,145.2
Loïck Landre,DF,Nîmes,Ligue 1,929,0.1,0,0.1,0.1,0.1,0.09,0.01,0.09,0.09,0.09,0.49,0.19,16.6,0.48,0.1,78.1,189,0.19,2.14,0.1,0,1.46,1.65,7.67,1.84,0.97,2.62,4.95,47.7,0,,95.7
Michael Lang,DF,Werder Bremen,Bundesliga,544,0,0,0,0,0,0.05,0.11,0.15,0.05,0.15,0.83,0.33,14.7,0.99,0,81.1,286.7,0.5,1.83,0.67,0.5,4.67,1.33,13.5,2.17,0.5,1.83,4,64.8,0.5,66.7,77.8
Sebastian Langkamp,DF,Werder Bremen,Bundesliga,314,0,0,0,0,0,0.12,0,0.12,0.12,0.12,1.14,0.29,13.2,0.29,0,87.9,271.7,0,2.29,0,0,0.86,1.43,7.71,2.29,0.29,1.71,6.29,66,0.29,100,104.3
